PWL_ID,WIN,NAME,DESCRIPT,BASIN,FACT_SHEET,Shape__Length
0201-0053,Pa-53-54-10,"Ischua Creek, Upper, and tribs","stream and tribs, above Franklinville",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0053.html,173649.652
0201-0054,Pa-53-54-10-22,Gates Creek and tribs,entire stream and tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0054.pdf,59698.69155
0201-0056,Pa-53-54-11,"Oil Creek, Lower, and tribs","stream and tribs, from mouth to Cuba Lake Outlet",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0056.pdf,37813.44307
1202-0058,H-240- 82-117,"Batavia Kill, Middle, and tribs","stream and tribs, from Windham to near Maplecrest",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0058.html,77382.66076
1202-0059,H-240- 82-117,"Batavia Kill, Upper, and tribs","stream and tribs, abv Maplecrest",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0059.pdf,15362.44332
1202-0062,H-240- 82-128,West Kill and tribs,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0062.pdf,74928.36931
0201-0032,Pa-53-15,Red House Brook and tribs,entire stream and tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0032.html,139862.4754
0201-0034,Pa-53-21,"Little Valley Creek, Upper, and tribs","stream and tribs, above Elkdale",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0034.html,60284.14901
0202-0075,Pa-63-3,Kiantone Creek and tribs,entire stream and tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0202-0075.pdf,18218.50319
1203-0023,H-240-180 (portion 1),"West Canada Creek, Lower, Main Stem",from mouth to Newport,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1203-0023.html,28242.85889
1203-0024,H-240-180 (portion 3),"West Canada Creek, Middle, Main Stem",from Prospect to Hinckley Reservoir,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1203-0024.html,3017.003033
1203-0025,H-240-180 (portion 6),"West Canada Creek, Upp, and minor tribs","stream and tribs, above Nobleboro",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1203-0025.html,324466.2296
0102-0022,Ont 158-12 (portion 1),"Tonawanda Creek, Lower, Main Stem",from mouth to NYS Barge Canal in Pendleton,Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0102-0022.pdf,19069.09518
1102-0004,H-264-10 thru 28 (selected),Minor Tribs to Middle Hoosic River,total length of selected/smaller tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1102-0004.html,89861.82732
1102-0005,H-264-20,Owl Kill and minor tribs,entire stream and selected/smaller tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1102-0005.html,78387.356
1102-0007,H-264-23-1,"Little White Creek, Upper, and tribs",stream and tribs above North Hoosic,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1102-0007.pdf,27778.34268
0705-0096,Ont  66-12-P369-133,Wilson/Burrell Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0096.pdf,41238.4641
0707-0001,Ont  66-12-29-P193-55,Grout Brook and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0707-0001.pdf,27744.47401
0706-0002,Ont  66-12-43-P212-28,"Owasco Inlet, Lower, and minor tribs","stream and selected tribs, from mouth to Locke",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0706-0002.html,94980.40639
0706-0003,Ont  66-12-43-P212- 3,Dutch Hollow Brook and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0706-0003.html,110286.1363
0706-0008,Ont  66-12-43,"Owasco Outlet, Lower, and tribs","stream and tribs, from mouth to Throopsville",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0706-0008.html,29342.28964
1501-0037,NJ-12,"Ramapo River, Upper, and tribs","stream and tribs, above Newburg Jct",Hackensack-Ramapo Rivers,https://www.dec.ny.gov/data/WQP/PWL/1501-0037.pdf,42872.0315
1501-0039,NJ-12- 6,Stony Brook and tribs,entire stream and tribs,Hackensack-Ramapo Rivers,https://www.dec.ny.gov/data/WQP/PWL/1501-0039.pdf,15805.2787
1501-0064,NJ-13,Ringwood River and tribs,"stream and minor tribs, from state line to Lakeville",Hackensack-Ramapo Rivers,https://www.dec.ny.gov/data/WQP/PWL/1501-0064.pdf,14177.25642
0104-0063,Ont 158..E-23-33,Buttermilk Creek and tribs,entire stream and tribs,Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0104-0063.html,130571.9067
0104-0064,Ont 158..E-23-48,"Elton Creek, Upper, and tribs","stream and tribs, above Delevan",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0104-0064.html,132313.4085
0105-0015,Ont 158..E-26 thru 41 (selected),Minor Tribs to Lake Erie,"total length of selected tribs, Silver Cr to L.Canadawy",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0105-0015.html,47935.1519
0105-0016,Ont 158..E-31,Beaver Creek and tribs,entire stream and tribs,Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0105-0016.pdf,24013.08886
0105-0017,Ont 158..E-32,Scott Creek and tribs,entire stream and tribs,Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0105-0017.html,22581.25171
0105-0018,Ont 158..E-34,Hyde Creek and tribs,entire stream and tribs,Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0105-0018.html,10267.58712
0601-0149,SR-146-36- 9,Mill Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0149.pdf,34732.52002
0601-0150,SR-146-43,Tallette Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0150.pdf,35783.19129
0601-0151,SR-146-44,"Beaver Creek, Upper and tribs",stream and tribs above Brookfield,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0151.html,72094.55489
0303-0084,Ont  54- 4,South Branch Grindstone Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0084.pdf,38597.43086
0704-0020,Ont  66-12-52-23..(Barge Canal),NYS Barge Canal (portion 5),portion from Lyons to Wayneport,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0704-0020.html,37851.47834
0704-0026,Ont  66-12-52-23,"Ganargua Creek, Lower, and minor tribs","stream and selected tribs, from Lyons to Palmyra",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0704-0026.html,81481.77396
0704-0027,Ont  66-12-52,NYS Barge Canal/Clyde River (portion 7),portion from Montezuma to Clyde,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0704-0027.pdf,50735.09691
0402-0029,Ont 117- 25 (portoin 2),"Oatka Creek, Upper, and minor tribs",stream and tribs above Warsaw,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0402-0029.html,89775.68472
1102-0016,H-264 (portion 3),"Hoosic River, Middle, Main Stem",from Walloomsac River to Hoosic Falls,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1102-0016.pdf,6223.575283
0703-0073,Ont  66-11-P26-24-14- 9,Point Rock Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0073.pdf,77889.57069
0703-0078,Ont  66-11-P26-24-22,Little River and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0078.html,118380.2388
0703-0084,Ont  66-11-P26-24-27,"Emmons Brook, Upper, and tribs","stream and tribs, above Oneida Water Supply dam",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0084.pdf,3988.91584
0601-0053,SR-146-44,"Beaver Creek, Lower, and tribs",stream and tribs from mouth to near Brookfield,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0053.pdf,25852.75808
0202-0068,Pa-81-25,Alder Bottom Creek and tribs,entire stream and tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0202-0068.pdf,32371.50569
0202-0069,Pa-81-26,Mansion Creek and tribs,entire stream and tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0202-0069.pdf,7729.572278
0202-0070,"Pa-82,83",Minor Tribs to Pennsylvania,total length of selected/smaller tribs to Pennsylvania,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0202-0070.pdf,13608.53513
0202-0071,Pa-84,West Branch French Creek and tribs,entire stream and tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0202-0071.pdf,66756.84577
0202-0065,Pa-81- 7,Beaver Meadow Brook and tribs,entire stream and tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0202-0065.pdf,34278.09096
0202-0059,Pa-72 thru 75,Minor Tribs to Pennsylvania,total length of selected/smaller tribs to Pennsylvania,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0202-0059.pdf,5939.855593
0706-0010,Ont  66-12-43-P212-,Minor Tribs to Owasco Lake,total length of selected tribs to Owasco Lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0706-0010.pdf,143823.0682
0705-0097,Ont  66-12-P296- 57,"Salmon Creek, Lower, and tribs","stream and tribs, from mouth to Forks of the Creek",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0097.html,143989.2165
0705-0098,Ont  66-12-P296- 57-21,Little Salmon Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0098.html,52103.80049
0706-0014,Ont  66-12-43-P212-28,"Owasco Inlet, Upper, and tribs","stream and tribs, above Locke",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0706-0014.html,130894.6184
1201-0213,H-240-240,Wheelers Creek and tribs,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0213.pdf,43979.74058
1201-0214,H-240-241 thru 244,Minor Tribs to Mohawk River,"total length of tribs, fr NYS Barge Canal to Delta Res.",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0214.pdf,17962.0897
1201-0215,H-240-P1059-245 thru 261,Tribs to Delta Reservoir,total length of selected tribs to the reservoir,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0215.pdf,54069.46835
1201-0217,"H-240-P1059.. Upper Mohawk, West Br","Mohawk River, Upper, and tribs","stream and tribs, above West Branch",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0217.html,54942.40754
1201-0218,H-240-P1059..263,Big Brook and tribs,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0218.pdf,85480.58009
1201-0219,H-240-P1059..267,Stringer Brook and tribs,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0219.html,39682.88733
1201-0220,H-240-P1059..271,Lansing Kill and tribs,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0220.html,92763.666
0601-0153,SR-146-64,West Branch Unadilla River and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0153.pdf,59794.37279
0601-0154,SR-147 thru 171 (selected),Minor Tribs to Susquehanna River,total length of select tribs fr Sidney to Oneonta,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0154.pdf,117655.049
1203-0082,H-240-180-  1 thru 35 (selected),Minor Tribs to Lower West Canada Creek,"total length of selected tribs, from mouth to Newport",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1203-0082.pdf,108612.4581
1203-0083,H-240-180- 36 thru 63,Minor Tribs to Lower West Canada Creek,"total length of selected tribs, Newport to Hinckley Res",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1203-0083.pdf,121480.6319
1204-0001,H-240-223-10,Deans Creek and tribs,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1204-0001.pdf,92064.57997
1204-0005,H-240-223-34,Big Creek and tribs,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1204-0005.pdf,59716.52779
0906-0056,SL-25-  7/P1- 3-63,Blanchard Creek and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0906-0056.pdf,45393.04045
0906-0059,SL-25-  7/P1- 5,Grass Creek and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0906-0059.pdf,20027.5907
0906-0061,SL-25-  7/P1- 8,Black Creek and minor tribs,entire stream and select tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0906-0061.pdf,34677.87724
0906-0062,SL-25-  7/P1- 8- 4,Jewett Creek and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0906-0062.html,66014.73508
1101-0025,H-260,Anthony Kill and minor tribs,entire stream and selected/smaller tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1101-0025.html,50559.20558
0901-0017,SL- 3 thru 9,Minor Tribs to St. Lawrence River,"total length of select tribs, Massena to Louisville",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0901-0017.pdf,23155.35299
0901-0018,SL-10,Coles Creek and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0901-0018.pdf,51195.53131
0103-0009,Ont 158..E- 1- 4,Cazenovia Creek and tribs,"stream and tribs, from mouth to near East Aurora",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0103-0009.html,83175.91765
0703-0114,Ont  66-11-P26-37-35-P153-,Tribs to Cazenovia Lake,total length of all tribs to Cazenovia Lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0114.pdf,9492.205872
1102-0019,H-264- 1 thru 9 (selected),Minor Tribs to Lower Hoosic River,total length of selected/smaller tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1102-0019.pdf,31247.54076
1102-0020,H-264- 4,"Tomhannock Creek, Lower, and tribs",entire stream and tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1102-0020.pdf,16647.6199
1102-0021,H-264- 4-P1095-  (selected),Minor Tribs to Tomhannock Reservoir,total length of selected/smaller tribs to the reservoir,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1102-0021.html,48784.66285
0601-0190,SR-146- 9 (portion 3),"Butternut Creek, Middle, and tribs","stream and tribs, from Morris to Garrattville",Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0190.pdf,120433.1092
0601-0191,SR-146- 9- 7,"Dunderberg Creek , Upper, and tribs","stream and tribs, above Gilbertsville",Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0191.pdf,13923.06881
0403-0071,Ont 117-184,"Dyke Creek, Upper, and tribs",stream and tribs above Andover,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0071.pdf,63706.85963
0403-0072,Ont 117-184-12,"Railroad Brook, Marsh Creeks and tribs",entire length of both streams and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0072.pdf,44579.95848
1307-0037,H-171/P848-52,Birch Creek and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1307-0037.html,27378.91741
1308-0002,H-188,"Roeliff Jan Kill, Upper, and tribs","stream and tribs, above Taconic Shores/Robinson Pond",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1308-0002.pdf,95885.49371
1308-0010,H-188,"Roeliff Jan Kill, Lower, and minor tribs","stream and select tribs, from mouth to Silvernails",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1308-0010.html,230331.7342
1308-0011,H-188,"Roeliff Jan Kill, Mid, and minor tribs","stream and select tribs, fr Silvernails to Taconic Shrs",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1308-0011.pdf,144900.774
1308-0012,H-188- 2,Klein Kill and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1308-0012.pdf,77207.41733
1309-0004,H-193,"Catskill Creek, Middle, and minor tribs","stream and select tribs, from Cautserkill to Freehold",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1309-0004.html,180469.7639
1309-0006,H-193- 2,"Kaaterskill Cr, Lower, and tribs","stream and tribs, from mouth to Asbury",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1309-0006.pdf,85194.56813
1309-0008,H-193-20,Shingle Kill and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1309-0008.pdf,40698.60131
0904-0045,SL- 2-58,Middle Branch Grass River and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0045.html,242886.463
0704-0002,Ont  66-12-52..P286-18- 2- 8,Grimes Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0704-0002.html,38444.2192
0704-0003,Ont  66-12-52-23- 1,Marbletown Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0704-0003.html,28420.53613
1201-0222,H-240-P1059..288,East Branch Mohawk River and tribs,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0222.pdf,54525.06974
1202-0030,H-240- 82- 63,"Cobleskill Creek, Upper, and minor tribs","stream and selected tribs, above Cobleskill",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0030.pdf,126096.3791
0602-0067,SR- 44-14 (portion 2),"Tioughnioga River, Middle, and mnr tribs","river and select tribs, fr Whitney Pt to Messengerville",Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0067.html,94733.53748
0602-0068,SR- 44-14-27-38,Mud Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0068.pdf,78561.10952
0602-0069,SR- 44 (portion 4),"Chenango River, Upper, and minor tribs","stream and select tribs, from Norwich to Randallville",Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0069.html,223787.4172
0602-0070,SR- 44-68,Handsome Brook and minor tribs,entire stream and selected tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0070.html,71920.62529
0602-0071,SR- 44-71,Pleasant Brook and minor tribs,entire stream and selected tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0071.pdf,70435.93823
0602-0072,SR- 44-72,Sangerfield River and minor tribs,entire stream and selected tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0072.pdf,190763.4488
0403-0066,Ont 117-155- 2,Baker Creek and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0066.pdf,70381.79725
0201-0017,Pa-53-54,"Olean Creek, Lower, and tribs","stream and tribs, from mouth to Baldwin Heights",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0017.pdf,15299.47654
0201-0021,Pa-53..Pa-32,Honeoye Creek and tribs,entire stream and tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0021.pdf,49552.41482
0603-0013,SR (portion 3),"Susquehanna River, Lower, Main Stem",from Owego to Ross Corners (Class B),Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0013.html,18927.4934
1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0159.pdf,11644.30696
1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0159.pdf,9007.336097
1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0159.pdf,26.69269813
0903-0101,SL- 1- 49 thru 76,Minor Tribs to Middle Raquette River,total length of sel. tribs to Stark Falls/Carry Falls R,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0101.pdf,81495.23264
0903-0104,SL- 1- 65,Jordan River and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0104.pdf,120379.0383
0602-0125,SR- 44-14-27-32,Gee Brook and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0125.html,40742.50184
1101-0026,H-318,"Snook Kill, Lower, and minor tribs",stream and selected tribs from mouth to Gansevoort,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1101-0026.pdf,95420.79248
1101-0037,H-260-P1089-,Minor Tribs to Round Lakes,total length of selected/smaller tribs to the lakes,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1101-0037.html,32711.17966
1101-0042,H (portion  2),"Upper Hudson, Main Stem",from Mechanicville to Riverside,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1101-0042.pdf,13285.828
0403-0073,Ont 117-189,Ford Brook and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0073.pdf,29061.00345
0201-0001,Pa-53..Pa-39,"Little Genesee Creek, Lower, and tribs","stream and tribs, from mouth to Bolivar",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0001.html,69131.86792
0201-0002,Pa-53-36,Tunungwant (Tuna) Creek and tribs,entire stream and minor tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0002.html,76913.17399
0202-0007,Pa-63- 5,"Stillwater Creek, Lower, and tribs","stream and tribs, from mouth to Stillwater",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0202-0007.pdf,24658.24355
0201-0009,Pa-53-57,Haskell Creek and tribs,entire stream and tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0009.pdf,141186.2661
0201-0012,Pa-53-25,"Great Valley Cr, Middle, and minor tribs","stream and tribs, from Great Valley to Ellicottville",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0012.html,69674.78642
1104-0154,H-369.. 8 thru 19,Minor tribs to Upper Sacandaga River,total length of tribs btw Reservoir and West Branch,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0154.pdf,78017.9922
1104-0156,H-369..20,"West Branch Sacandaga, Upper, and tribs",stream and tribs above Piseco Lake Outlet,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0156.pdf,204224.3054
1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0159.pdf,39709.14525
1104-0164,H-369..21 thru 28,Minor Tribs to Upper Sacandaga River,total length of selected tribs above East Branch,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0164.html,94023.44464
0404-0026,Ont 117- 66-28,Sugar Creek and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0404-0026.pdf,65612.96533
0704-0004,Ont  66-12-52-18,Pond Brook and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0704-0004.html,48107.77381
0403-0027,Ont 117-201,Cryder Creek and minor tribs,entire stream and tribs (in NYS),Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0027.html,77791.27247
0403-0029,Ont 117-105 thru 135,Minor Tributaries to Genesee River,total length of selected/smaller tribs to Genesee River,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0029.pdf,117306.4653
0403-0030,Ont 117-137 thru 154,Minor Tributaries to Genesee River,total length of selected/smaller tribs to Genesee River,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0030.pdf,56835.00199
1102-0032,H-264-41 thru 60 (selected),Minor Tribs to Hoosic (Vermont drainage),"total length of all tribs, direct drainage to Vermont",Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1102-0032.pdf,5748.781553
1101-0001,H-299-P27-13- 1-P30- (selected),Tribs to Lake Lonely,total length of selected tribs to lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1101-0001.html,33961.19406
0402-0069,Ont 117- 27-34-11-P43-,Tribs to Canadice Lake,entire length of all tribs to Canadice Lake,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0402-0069.pdf,43935.82079
0402-0070,Ont 117- 27-34-P44-7,Springwater Creek and minor tribs,stream and selected/smaller tirbs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0402-0070.pdf,79669.90442
0201-0022,Pa-53 (portion 6),Minor Tribs to Pennsylvania,total length of selected/smaller tribs to Pennsylvania,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0022.html,58557.94921
0602-0162,SR- 44-14-27-33 thru 55,Minor Tribs to Upper Otselic River,"total length of select tribs, fr Cincinnatus to Otselic",Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0162.html,114857.3062
0302-0060,Ont  80 thru 83 (selected),"Minor Tribs to Lake Ontario, Central","total length of selected tribs, Port Bay to Sodus Bay",Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0302-0060.pdf,27024.64407
0303-0034,Ont   1,Mud/Kents Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0034.pdf,98232.43677
0301-0044,Ont 139 (portion 3),"Johnson Creek, Upper, and minor tribs",stream and selected tribs above Lyndonville,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0044.pdf,228308.1717
0906-0063,SL-25-  7/P1- 8- P54-,Minor Tribs to Butterfield Lake,total length of select tribs to the lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0906-0063.pdf,25251.08934
0601-0003,SR-146 (portion 1),"Unadilla River, Lower, Main Stem",river from mouth to New Berlin,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0003.html,55283.03575
0601-0005,SR-153,"Carrs Creek, Lower and tribs",stream and tribs from mouth to Sidney Center,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0005.pdf,51268.62733
0601-0014,SR-183,"Charlotte Creek, Lower, and tribs","stream and tribs, from mouth to Davenport Center",Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0014.pdf,54098.57788
0601-0019,SR-187-14,"Elk Creek, Lower and tribs","stream and tribs, from mouth to Elk Creek",Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0019.pdf,50140.15546
0601-0020,SR (portion 7),"Susquehanna River, Main Stem",from Sidney to Colliersville,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0020.html,67326.22269
0602-0043,SR- 44-14-27 (portion 4),"Otselic River, Upper and minor tribs",stream and selected tribs above Otselic,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0043.html,77242.96788
0602-0046,SR- 44-14-27-34,Brakel Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0046.pdf,47393.48883
0602-0051,SR- 44-72-17,Hunt Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0051.html,6598.936264
0602-0052,SR- 44-14-27-13,Merrill Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0052.pdf,72152.14369
