Segment_ID,Segment_Name,Class,FACT_SHEET,HMW ,Waterbody_Index_Number,Description,Monitoring_Data,USGS,6NYCRR_Chapter_X_Part,Basin,Segment_Miles,Waterbody_Type,Notes,Shape__Area,Shape__Length
0601-0052,"Wharton Creek, Lower, and minor tribs",C(T),https://www.dec.ny.gov/data/WQP/PWL/0601-0052.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0052/2018,SR-146-36,stream and selected tribs from mouth to Edmeston,,,931,Susquehanna River,55.37,Streams,,,89108.41165
0601-0053,"Beaver Creek, Lower, and tribs",C(T),https://www.dec.ny.gov/data/WQP/PWL/0601-0053.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0053/2018,SR-146-44,stream and tribs from mouth to near Brookfield,,,931,Susquehanna River,16.06,Streams,,,25852.75808
0601-0054,"Ouleout Creek, Lower, and tribs",C(T),https://www.dec.ny.gov/data/WQP/PWL/0601-0054.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0054/2018,SR-155,stream and tribs from mouth to Handsome Br nr Brooklyn,,,931,Susquehanna River,14.63,Streams,,,23537.53777
0601-0055,Handsome Br/West Branch and minor tribs,C(TS),https://www.dec.ny.gov/data/WQP/PWL/0601-0055.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0055/2018,SR-155- 3,entire stream (incl West Branch) and smaller tribs,,,931,Susquehanna River,52.38,Streams,,,84296.83649
0601-0057,"Ouleout Creek, Upper, and minor tribs",C(TS),https://www.dec.ny.gov/data/WQP/PWL/0601-0057.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0057/2018,SR-155,stream and selected tribs above Handsome Br,,,931,Susquehanna River,93.48,Streams,,,150446.9915
0601-0058,Treadwell Creek and tribs,C(TS),https://www.dec.ny.gov/data/WQP/PWL/0601-0058.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0058/2018,SR-155- 7,entire stream and tribs,,,931,Susquehanna River,42.72,Streams,,,68747.05867
0601-0059,Otsdawa Creek and minor tribs,C(TS),https://www.dec.ny.gov/data/WQP/PWL/0601-0059.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0059/2018,SR-165,stream and selected tribs fr mouth to East/West Branch,,,931,Susquehanna River,27.89,Streams,,,44888.61713
0601-0060,Kortright Creek and tribs,C(TS),https://www.dec.ny.gov/data/WQP/PWL/0601-0060.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0060/2018,SR-183- 8,entire stream and tribs,,,931,Susquehanna River,40.73,Streams,,,65547.76863
0601-0061,Middle Brook and minor tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0601-0061.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0061/2018,SR-183-19,entire stream and selected tribs,,,931,Susquehanna River,73.86,Streams,,,118866.2455
0601-0062,"Schenevus Creek, Lower and tribs",C(T),https://www.dec.ny.gov/data/WQP/PWL/0601-0062.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0062/2018,SR-187,"stream and tribs, from mouth to near Schenevus",,,931,Susquehanna River,57.31,Streams,,,92226.30464
0601-0123,Minor Tribs to Susquehanna River,C,https://www.dec.ny.gov/data/WQP/PWL/0601-0123.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0123/2018,SR- 94 thru 121 (selected),total length of selected tribs fr PA line to Nineveh,,,931,Susquehanna River,114.05,Streams,,,183548.0614
0601-0126,Occanum Creek and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0601-0126.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0126/2018,SR-105,entire stream and tribs,,,931,Susquehanna River,21.44,Streams,,,34510.58398
0601-0129,Belden Brook and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0601-0129.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0129/2018,SR-122,entire stream and tribs,,,931,Susquehanna River,16.98,Streams,,,27320.76463
0601-0130,Cornell Creek and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0601-0130.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0130/2018,SR-132,entire stream and tribs,,,931,Susquehanna River,18.11,Streams,,,29144.98912
0601-0131,"Kelsey Brook, Upper and tribs",C(T),https://www.dec.ny.gov/data/WQP/PWL/0601-0131.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0131/2018,SR-134,stream and tribs above North Afton,,,931,Susquehanna River,27.13,Streams,,,43659.32187
0601-0133,Wilkins Brook and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0601-0133.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0133/2018,SR-134- 8,entire stream and tribs,,,931,Susquehanna River,31.25,Streams,,,50299.45237
0601-0136,Minor Tribs to Lower Unadilla River,C,https://www.dec.ny.gov/data/WQP/PWL/0601-0136.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0136/2018,SR-146- 3 thru 35 (selected),total length of selected tribs fr mouth to New Berlin,,,931,Susquehanna River,97.43,Streams,,,156802.6483
0601-0138,Rogers Hollow Creek and tribs,C(TS),https://www.dec.ny.gov/data/WQP/PWL/0601-0138.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0138/2018,SR-146- 2,entire stream and tribs,,,931,Susquehanna River,21.36,Streams,,,34374.75703
0601-0140,"Butternut Creek, Middle, and tribs",C(T),https://www.dec.ny.gov/data/WQP/PWL/0601-0140.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0140/2018,SR-146- 9 (portion 2),"stream and tribs, from Gilbertsville to Morris",,,931,Susquehanna River,63.85,Streams,,,102757.991
0601-0141,"Butternut Creek, Upper, and tribs",C(TS),https://www.dec.ny.gov/data/WQP/PWL/0601-0141.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0141/2018,SR-146- 9 (portion 4),"stream and tribs, above Garrattville",,,931,Susquehanna River,42.43,Streams,,,68287.52776
0601-0145,"Wharton Creek, Middle, and tribs",C(T),https://www.dec.ny.gov/data/WQP/PWL/0601-0145.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0145/2018,SR-146-36,stream and tribs from Edmeston to Pecktown,,,931,Susquehanna River,62.78,Streams,,,101027.414
0601-0146,"Wharton Creek, Upper, and tribs",C(T),https://www.dec.ny.gov/data/WQP/PWL/0601-0146.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0146/2018,SR-146-36,stream and tribs above Pecktown,,,931,Susquehanna River,49.45,Streams,,,79581.29646
0601-0147,Center Brook and minor tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0601-0147.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0147/2018,SR-146-38,entire stream and selected tribs,,,931,Susquehanna River,28.4,Streams,,,45712.08627
0601-0148,Shawler Brook and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0601-0148.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0148/2018,SR-146-38- 1,entire stream and tribs,,,931,Susquehanna River,18.59,Streams,,,29919.55937
0601-0149,Mill Creek and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0601-0149.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0149/2018,SR-146-36- 9,entire stream and tribs,,,931,Susquehanna River,21.58,Streams,,,34732.52002
0601-0150,Tallette Creek and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0601-0150.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0150/2018,SR-146-43,entire stream and tribs,,,931,Susquehanna River,22.23,Streams,,,35783.19129
0601-0151,"Beaver Creek, Upper and tribs",C,https://www.dec.ny.gov/data/WQP/PWL/0601-0151.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0151/2018,SR-146-44,stream and tribs above Brookfield,,,931,Susquehanna River,44.8,Streams,,,72094.55489
0601-0153,West Branch Unadilla River and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0601-0153.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0153/2018,SR-146-64,entire stream and tribs,,,931,Susquehanna River,37.15,Streams,,,59794.37279
0601-0154,Minor Tribs to Susquehanna River,C,https://www.dec.ny.gov/data/WQP/PWL/0601-0154.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0154/2018,SR-147 thru 171 (selected),total length of select tribs fr Sidney to Oneonta,,,931,Susquehanna River,73.11,Streams,,,117655.049
0601-0155,"Carrs Creek, Upper and tribs",C(T),https://www.dec.ny.gov/data/WQP/PWL/0601-0155.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0155/2018,SR-154,stream and tribs above Sidney Center,,,931,Susquehanna River,20.62,Streams,,,33183.39942
0601-0156,Sand Hill Creek and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0601-0156.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0156/2018,SR-158,entire stream and tribs,,,931,Susquehanna River,22.25,Streams,,,35811.34612
0601-0161,"Otego Creek, Middle and tribs",C(T),https://www.dec.ny.gov/data/WQP/PWL/0601-0161.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0161/2018,SR-172,stream and tribs from Laurens to Mount Vision,,,931,Susquehanna River,52.37,Streams,,,84273.62427
0601-0162,"Otego Creek, Upper/Clark Brook and tribs",C(TS),https://www.dec.ny.gov/data/WQP/PWL/0601-0162.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0162/2018,SR-172,stream and tribs above Mount Vision,,,941,Susquehanna River,54.47,Streams,,,87658.9705
0601-0165,West Branch Otego Creek and tribs,C(TS),https://www.dec.ny.gov/data/WQP/PWL/0601-0165.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0165/2018,SR-172-29,entire stream and tribs,,,931,Susquehanna River,38.05,Streams,,,61241.42107
0601-0166,"Oneonta Creek, Upper, and tribs",A,https://www.dec.ny.gov/data/WQP/PWL/0601-0166.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0166/2018,SR-179,stream and tribs above Oneonta,,,931,Susquehanna River,8.46,Streams,,,13615.21
0601-0167,"Charlotte Creek, Middle, and minor tribs",C(T),https://www.dec.ny.gov/data/WQP/PWL/0601-0167.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0167/2018,SR-183,"stream and selected tribs, Davenport Ctr to S.Worcester",,,931,Susquehanna River,111.54,Streams,,,179511.159
0601-0168,Center Brook and tribs,C(TS),https://www.dec.ny.gov/data/WQP/PWL/0601-0168.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0168/2018,SR-183-19- 8,entire stream and tribs,,,931,Susquehanna River,34.41,Streams,,,55372.58004
0601-0169,"Schenevus Creek, Upper and minor tribs",C(T),https://www.dec.ny.gov/data/WQP/PWL/0601-0169.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0169/2018,SR-187,entire stream and selected tribs,,,931,Susquehanna River,76.11,Streams,,,122483.1726
0601-0170,"Elk Creek, Upper and tribs",C(TS),https://www.dec.ny.gov/data/WQP/PWL/0601-0170.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0170/2018,SR-187-14,"stream and tribs, above Elk Creek",,,931,Susquehanna River,31.31,Streams,,,50385.95087
0601-0171,Minor Tribs to Canadarago Lake,C,https://www.dec.ny.gov/data/WQP/PWL/0601-0171.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0171/2018,SR-204-P392-,selected/minor tribs to lake,,,931,Susquehanna River,30.16,Streams,,,48545.28012
0601-0190,"Butternut Creek, Middle, and tribs",C(T),https://www.dec.ny.gov/data/WQP/PWL/0601-0190.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0190/2018,SR-146- 9 (portion 3),"stream and tribs, from Morris to Garrattville",,,931,Susquehanna River,74.83,Streams,,,120433.1092
0601-0191,"Dunderberg Creek , Upper, and tribs",AA(T),https://www.dec.ny.gov/data/WQP/PWL/0601-0191.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0191/2018,SR-146- 9- 7,"stream and tribs, above Gilbertsville",,,931,Susquehanna River,8.65,Streams,,,13923.06881
0601-0194,Minor Tribs to Susquehanna River,C,https://www.dec.ny.gov/data/WQP/PWL/0601-0194.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0601-0194/2018,SR-188 thru 207 (selected),"total length of select tribs, Colliers to Cooperstown",,,931,Susquehanna River,134.05,Streams,,,215725.6455
0602-0002,"Tioughnioga River, Upper, and mnr tribs",B,https://www.dec.ny.gov/data/WQP/PWL/0602-0002.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0002/2018,SR- 44-14 (portion 3),"river select tribs, from Messengerville to Cortland",,,931,Susquehanna River,45.21,Streams,,,72760.61396
0602-0003,Payne Brook and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0602-0003.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0003/2018,SR- 44-78,entire stream and tribs,,,931,Susquehanna River,35.69,Streams,,,57441.05665
0602-0009,"Chenango River, Middle, Main Stem",B,https://www.dec.ny.gov/data/WQP/PWL/0602-0009.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0009/2018,SR- 44 (portion 2),from Chenango Forks to near Oxford,,,931,Susquehanna River,29.55,Streams,,,47556.15769
0602-0011,Cold Brook and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0602-0011.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0011/2018,SR- 44-14-60- 6,entire stream and tribs,,,931,Susquehanna River,24.7,Streams,,,39750.77975
0602-0013,"Canasawacta Creek, Lower and minor tribs",B,https://www.dec.ny.gov/data/WQP/PWL/0602-0013.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0013/2018,SR- 44-54,stream and selected tribs from mouth to South Plymouth,,,931,Susquehanna River,19.66,Streams,,,31641.88679
0602-0015,"Otselic River, Middle, Main Stem",C(T),https://www.dec.ny.gov/data/WQP/PWL/0602-0015.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0015/2018,SR- 44-14-27 (portion 3),river from Cincinnatus to Otselic,,,931,Susquehanna River,23.09,Streams,,,37163.1524
0602-0020,"East Branch Tioughnioga, Low, and tribs",C(T),https://www.dec.ny.gov/data/WQP/PWL/0602-0020.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0020/2018,SR- 44-14-59,stream and selected tribs from mouth to East Homer,,,931,Susquehanna River,33.51,Streams,,,53929.6545
0602-0024,"Otselic River, Lower, Main Stem",C(T),https://www.dec.ny.gov/data/WQP/PWL/0602-0024.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0024/2018,SR- 44-14-27 (portion 2),river from Whitney Point Lake/Reservoir to Cincinnatus,,,931,Susquehanna River,11.81,Streams,,,19012.01022
0602-0025,Factory Brook and tribs,C(TS),https://www.dec.ny.gov/data/WQP/PWL/0602-0025.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0025/2018,SR- 44-14-60- 4,entire stream and tribs,,,931,Susquehanna River,26.6,Streams,,,42810.34376
0602-0026,Fabius Brook and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0602-0026.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0026/2018,SR- 44-14-59-25-2,entire stream and tribs,,,931,Susquehanna River,35.99,Streams,,,57925.23754
0602-0029,Minor Tribs to Whitney Point Reservoir,C,https://www.dec.ny.gov/data/WQP/PWL/0602-0029.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0029/2018,SR- 44-14-27- 1 thru 12,total length of select tribs to reservoir,,,931,Susquehanna River,34.76,Streams,,,55948.15765
0602-0030,Osborne Creek and minor tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0602-0030.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0030/2018,SR- 44-10,entire stream and selected tribs,,,931,Susquehanna River,44.92,Streams,,,72294.30624
0602-0033,"Chenango River, Lower, Main Stem",B,https://www.dec.ny.gov/data/WQP/PWL/0602-0033.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0033/2018,SR- 44 (portion 1),from mouth to Chenango Forks,,,931,Susquehanna River,21.35,Streams,,,34359.64111
0602-0036,"Page Brook, Lower and tribs",C,https://www.dec.ny.gov/data/WQP/PWL/0602-0036.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0036/2018,SR- 44-11,stream and tribs from mouth to Quinneville,,,931,Susquehanna River,41.97,Streams,,,67545.45472
0602-0037,Dudley Creek and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0602-0037.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0037/2018,SR- 44-14-30,entire stream and tribs,,,931,Susquehanna River,66.65,Streams,,,107264.7703
0602-0043,"Otselic River, Upper and minor tribs",C(T),https://www.dec.ny.gov/data/WQP/PWL/0602-0043.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0043/2018,SR- 44-14-27 (portion 4),stream and selected tribs above Otselic,,,931,Susquehanna River,48,Streams,,,77242.96788
0602-0046,Brakel Creek and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0602-0046.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0046/2018,SR- 44-14-27-34,entire stream and tribs,,,931,Susquehanna River,29.45,Streams,,,47393.48883
0602-0051,Hunt Creek and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0602-0051.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0051/2018,SR- 44-72-17,entire stream and tribs,,,931,Susquehanna River,4.1,Streams,,,6598.936264
0602-0052,Merrill Creek and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0602-0052.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0052/2018,SR- 44-14-27-13,entire stream and tribs,,,931,Susquehanna River,44.83,Streams,,,72152.14369
0602-0054,Hunts Creek and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0602-0054.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0054/2018,SR- 44-14-38,entire stream and tribs,,,931,Susquehanna River,19.31,Streams,,,31081.54237
0602-0055,Gridley Creek and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0602-0055.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0055/2018,SR- 44-14-43,entire stream and tribs,,,931,Susquehanna River,27.14,Streams,,,43677.28418
0602-0056,"Trout Brook, Lower, and tribs",C,https://www.dec.ny.gov/data/WQP/PWL/0602-0056.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0056/2018,SR- 44-14-58,"stream and tribs, from mouth to McGraw",,,931,Susquehanna River,30.16,Streams,,,48540.64708
0602-0057,"Trout Brook, Upper, and tribs",C,https://www.dec.ny.gov/data/WQP/PWL/0602-0057.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0057/2018,SR- 44-14-58,"stream and tribs, above McGraw",,,931,Susquehanna River,41.43,Streams,,,66673.42969
0602-0058,Cheningo Creek and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0602-0058.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0058/2018,SR- 44-14-59- 9,entire stream and tribs,,,931,Susquehanna River,53.79,Streams,,,86569.83017
0602-0059,West Br Tioughnioga Cr and minor tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0602-0059.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0059/2018,SR- 44-14-59-25,entire stream and selected tribs,,,931,Susquehanna River,26.22,Streams,,,42193.92388
0602-0060,West Branch Tiough River and minor tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0602-0060.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0060/2018,SR- 44-14-60,entire stream and selected tribs,,,931,Susquehanna River,54.44,Streams,,,87608.82635
0602-0061,Otter Creek and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0602-0061.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0061/2018,SR- 44-14-60- 1,entire stream and tribs,,,931,Susquehanna River,17.81,Streams,,,28654.50443
0602-0062,Dry Creek and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0602-0062.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0062/2018,SR- 44-14-60- 2,entire stream and tribs,,,931,Susquehanna River,15.76,Streams,,,25358.92316
0602-0063,"Geneganselet Creek, Lower, and tribs",C,https://www.dec.ny.gov/data/WQP/PWL/0602-0063.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0063/2018,SR- 44-23,"stream and tribs, from mouth to Smithville Flats",,,931,Susquehanna River,64.82,Streams,,,104318.774
0602-0065,"Castle Creek, Lower, and minor tribs",C,https://www.dec.ny.gov/data/WQP/PWL/0602-0065.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0065/2018,SR- 44- 5,"stream and tribs, from mouth to Castle Creek",,,931,Susquehanna River,28.69,Streams,,,46168.72863
0602-0066,"Tioughnioga River, Lower, Main Stem",B,https://www.dec.ny.gov/data/WQP/PWL/0602-0066.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0066/2018,SR- 44-14 (portion 1),river from mouth to Whitney Point,,,931,Susquehanna River,14.92,Streams,,,24016.14273
0602-0067,"Tioughnioga River, Middle, and mnr tribs",B,https://www.dec.ny.gov/data/WQP/PWL/0602-0067.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0067/2018,SR- 44-14 (portion 2),"river and select tribs, fr Whitney Pt to Messengerville",,,931,Susquehanna River,58.86,Streams,,,94733.53748
0602-0068,Mud Creek and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0602-0068.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0068/2018,SR- 44-14-27-38,entire stream and tribs,,,931,Susquehanna River,48.82,Streams,,,78561.10952
0602-0069,"Chenango River, Upper, and minor tribs",B(T),https://www.dec.ny.gov/data/WQP/PWL/0602-0069.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0069/2018,SR- 44 (portion 4),"stream and select tribs, from Norwich to Randallville",,,931,Susquehanna River,139.05,Streams,,,223787.4172
0602-0070,Handsome Brook and minor tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0602-0070.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0070/2018,SR- 44-68,entire stream and selected tribs,,,931,Susquehanna River,44.69,Streams,,,71920.62529
0602-0071,Pleasant Brook and minor tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0602-0071.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0071/2018,SR- 44-71,entire stream and selected tribs,,,931,Susquehanna River,43.77,Streams,,,70435.93823
0602-0072,Sangerfield River and minor tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0602-0072.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0072/2018,SR- 44-72,entire stream and selected tribs,,,931,Susquehanna River,118.53,Streams,,,190763.4488
0602-0117,Minor Tribs to Lower Chenango River,C,https://www.dec.ny.gov/data/WQP/PWL/0602-0117.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0117/2018,SR- 44- 1 thru 13 (selected),"total length of selected tribs, mouth to Chenango Forks",,,931,Susquehanna River,13.41,Streams,,,21578.84764
0602-0118,Glen Castle Creek and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0602-0118.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0118/2018,SR- 44- 5- 3,entire stream and tribs,,,931,Susquehanna River,6.69,Streams,,,10772.92491
0602-0120,Thomas Creek and minor tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0602-0120.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0120/2018,SR- 44- 6,entire stream and selected tribs,,,931,Susquehanna River,17.2,Streams,,,27688.22647
0602-0122,"Page Brook, Upper and tribs",C,https://www.dec.ny.gov/data/WQP/PWL/0602-0122.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0122/2018,SR- 44-11,stream and tribs above Quinnevile,,,931,Susquehanna River,28.64,Streams,,,46094.55356
0602-0123,Minor Tribs to Lower Tioughnioga River,C,https://www.dec.ny.gov/data/WQP/PWL/0602-0123.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0123/2018,SR- 44-14- 1 thru 26 (selected),"total length of selected tribs, fr mouth to Whitney Pt",,,931,Susquehanna River,49.03,Streams,,,78899.65743
0602-0124,Halfway/Ticknor Brook and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0602-0124.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0124/2018,SR- 44-14-10,entire stream and tribs,,,931,Susquehanna River,45.21,Streams,,,72760.36055
0602-0125,Gee Brook and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0602-0125.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0125/2018,SR- 44-14-27-32,entire stream and tribs,,,931,Susquehanna River,25.32,Streams,,,40742.50184
0602-0126,Mead Brook and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0602-0126.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0126/2018,SR- 44-14-27-35,entire stream and tribs,,,931,Susquehanna River,9.33,Streams,,,15021.53182
0602-0128,Pond Creek and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0602-0128.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0128/2018,SR- 44-14-27-37,entire stream and tribs,,,931,Susquehanna River,12.55,Streams,,,20193.69443
0602-0129,Mann Brook and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0602-0129.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0129/2018,SR- 44-14-27-53,entire stream and tribs,,,931,Susquehanna River,15.31,Streams,,,24636.76687
0602-0130,Otselic Creek and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0602-0130.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0130/2018,SR- 44-14-27-61,entire stream and tribs,,,931,Susquehanna River,10.44,Streams,,,16803.81722
0602-0131,Jennings Creek/Big Brook and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0602-0131.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0131/2018,SR- 44-14-33,entire stream and tribs,,,931,Susquehanna River,31.4,Streams,,,50532.46776
0602-0132,"East Branch Tioughnioga, Upp, and tribs",C,https://www.dec.ny.gov/data/WQP/PWL/0602-0132.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0602-0132/2018,SR- 44-14-59,stream and selected tribs from East Homer to Tripoli,,,931,Susquehanna River,99.49,Streams,,,160117.55
