PWL_ID,NAME,DESCRIPT,BASIN,FACT_SHEET,Shape__Area,Shape__Length,WIN
0902-0078,Duane Stream and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0078.pdf,,67806.02383,SL(C)-29-18
0704-0006,"Flint Creek, Upper, and tribs","stream and tribs, above Gorham",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0704-0006.pdf,,220753.2563,Ont  66-12-52..40
0602-0156,South Lebanon Brook and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0156.pdf,,33760.16645,SR- 44-71- 1-5
1202-0031,Cobleskill Creek Trib,"stream and tribs, abv Central Bridge Water Supply",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0031.pdf,,1512.083368,H-240- 82- 63- 1
1203-0026,North Creek and tribs,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1203-0026.pdf,,63670.40921,H-240-180- 11
1203-0027,Stony Creek and tribs,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1203-0027.pdf,,29822.72486,H-240-180- 20
0102-0037,"Little Tonawanda Creek, Upper, and tribs","stream and tribs, above Linden",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0102-0037.html,,88256.10211,Ont 158-12-32
0102-0038,Tannery Brook and tribs,entire stream and tribs,Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0102-0038.pdf,,23646.90374,Ont 158-12-41
0102-0041,Stony Brook and tribs,entire stream and tribs,Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0102-0041.html,,40152.22271,Ont 158-12-66
0102-0042,East Fork and tribs,entire stream and tribs,Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0102-0042.html,,77999.01817,Ont 158-12-77
0302-0024,"Irondequoit Cr, Lower, and minor tribs","stream and selected tribs, fr mouth to NYS Barge Canal",Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0302-0024.html,,80861.61711,Ont 108/P113- 3
0302-0025,Mill Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0302-0025.html,,40534.64568,Ont 100
0302-0026,Shipbuilders Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0302-0026.html,,32689.38253,Ont 107
0302-0028,Minor Tribs to Lake Ontario,total length of smaller tribs from Mill Cr to Irondequo,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0302-0028.pdf,,15441.29334,Ont 101 thru 106
0302-0029,"Irondequoit Cr, Upper, and tribs",stream and tribs above NYS Barge Canal,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0302-0029.html,,224736.6422,Ont 108/P113- 3
0303-0021,"South Sandy Creek, Low, and minor tribs","stream and select tribs, from mouth to Giddingsville",Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0021.html,,71513.94269,Ont  45
0303-0033,"Tribs of Lake Ontario, Grenadier Isl",total length of all tribs on islands,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0033.pdf,,1637.436468,Ont   (Island Tribs)
0403-0033,Ainsworth Brook and tribs,entire stream and tribs (in NYS),Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0033.pdf,,2917.270375,Ont 117-204- 4
0903-0113,Trib to Upper Dead Creek and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0113.pdf,,10463.00023,SL- 1-109- 4
0903-0123,Minor Tribs to Tupper Lake,total length of selected tribs to lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0123.pdf,,265612.8598,SL- 1-P109-
0601-0037,"Unadilla River, Middle, and minor tribs","stream and select tribs, fr New Berlin to Leonardsville",Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0037.html,,129996.8325,SR-146 (portion 2)
0601-0039,Minor Tribs to Weaver Lake,selected/minor tribs to lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0039.pdf,,21259.16584,SR-P404-10-P409-
0202-0032,Moon Creek and tribs,entire stream and tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0202-0032.pdf,,10266.74058,Pa-63-13- 4-1
0403-0047,Trout Brook and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0047.html,,75054.84942,Ont 117-104- 8
0404-0014,unnamed trib in Mount Morris,entire stream and tribs,Genessee River,https://www.dec.ny.gov/data/WQP/PWL/0404-0014.pdf,,20623.978,Ont 117-66- c
1202-0068,Tribs to Allen Brook,total length of selected tribs to Allen Brook,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0068.pdf,,2376.056164,H-240- 82-147b-1
1203-0008,"West Canada Creek, Upp, and minor trib","stream and selected tribs, Hinckley Res to Nobleboro",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1203-0008.html,,70512.64228,H-240-180 (portion 5)
1203-0010,"Cincinnati Creek, Lower, and tribs","stream and tribs, from mouth to Barneveld",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1203-0010.pdf,,12468.83433,H-240-180- 59
1203-0028,Middleville Water Supply and tribs,"stream and tribs, above Middleville water supply dam",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1203-0028.pdf,,4195.33616,H-240-180- 27
1203-0029,Wolf Hollow Creek and tribs,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1203-0029.pdf,,23480.64438,H-240-180- 30
0704-0019,Minor Tribs to Barge Canal,"total length of selected tribs, from Lyons to Wayneport",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0704-0019.pdf,,78146.11941,Ont  66-12-52-23..(Barge Canal)-
1501-0015,"Pascack Brook and tribs, within NYS",entire stream and tribs,Hackensack-Ramapo Rivers,https://www.dec.ny.gov/data/WQP/PWL/1501-0015.html,,26033.53382,NJ- 5
0905-0113,"Oswegatchie River, Middle, and mnr tribs","stream and select tribs, from Talcville to Newton Falls",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0113.pdf,,252283.2558,SL-25 (portion  6)
0905-0115,"Oswegatchie River, Upper, and tribs","stream and tribs, above Cranberry Lake",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0115.pdf,,248392.1657,SL-25 (portion  9)
0905-0116,Minor Tribs to Lower Oswegatchie River,"total length of select tribs, fr mouth to Renss.Falls",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0116.html,,214012.0514,SL-25-  1 thru 15
0905-0117,Beaver Creek and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0117.pdf,,177122.9933,SL-25- 13
0905-0120,Tribs to Lower/Upper Lakes,total length of all tribs to both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0120.pdf,,108577.2426,SL-25- 16-P61/P62-
0905-0121,Indian Creek and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0121.pdf,,66950.6036,SL-25- 22
0905-0122,White Creek and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0122.pdf,,44636.04496,SL-25- 29- 1
0301-0008,NYS Barge Canal (portion 2c),from Holley to Rochester,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0008.html,,34424.64135,NYS Barge Canal (portion 2c)
0905-0100,Turnpike Creek/Sylvia Lk Out and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0100.html,,32483.76133,SL-25- 72
0905-0101,"Oswegatchie River, Middle, and tribs","stream and tribs, fr Newton Falls to Cranberry L",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0101.pdf,,319410.1272,SL-25 (portion  7)
0905-0103,Minor Tribs to Lower Oswegatchie River,"total length of select tribs, Renss.Falls to Richville",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0103.pdf,,137801.112,SL-25- 17 thru 28
0402-0031,"Oatka Creek, Middle, and minor tribs",stream and tribs from Mud Creek to Pearl Creek,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0402-0031.html,,179743.4778,Ont 117- 25 (portion 3)
0402-0033,"Black Creek, Lower, and minor tribs",stream and select/smaller tribs fr mouth to Churchville,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0402-0033.html,,221940.5106,Ont 117- 19
0402-0036,Spring Creek and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0402-0036.html,,63072.19351,Ont 117- 19-28
0402-0037,Beards/Bairds Creek and tribs,entire stream and selected/smaller tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0402-0037.html,,80672.16583,Ont 117- 60
0601-0040,"Susquehanna River, Main Stem",from NY-Pa state line to Sidney,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0040.html,,85776.41865,SR (portion 6)
1202-0056,"Huntersfield Creek, Upper, and tribs","stream and tribs, above Prattsville Water Supply",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0056.pdf,,15693.34058,H-240- 82-116
1202-0057,Minor Tribs to Schoharie Creek,total length of select tribs fr Schoharie Res to Hunter,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0057.pdf,,93731.22736,H-240- 82-116 thru 140
0705-0041,"Cayuga Inlet, Lower, and minor tribs","stream and selected tribs, from mouth to Ithaca",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0041.html,,3335.786839,Ont  66-12-P296- 75
0302-0010,Mudge Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0302-0010.pdf,,27115.58761,Ont  82/P93- 2
0201-0068,Oswayo Creek and tribs,"entire stream and tribs, within NYS",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0068.html,,46287.17834,Pa-53-64
0201-0069,Minor Tribs to Pennsylvania,total length of selected/smaller tribs to Pennsylvania,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0069.pdf,,39264.79106,Pa-53..Pa-33 thru 38
0201-0070,"Little Genesee Creek, Upper, and tribs","stream and tribs, above Bolivar",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0070.pdf,,73015.28602,Pa-53..Pa-39
0202-0005,Brokenstraw Creek and minor tribs,entire stream and selected tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0202-0005.pdf,,37720.05178,Pa-77
0202-0006,"Conewango Creek, Middle, and minor tribs","stream and selected tribs, fr abv Frewsburg to nr Pope",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0202-0006.pdf,,154539.5159,Pa-63 (portion 2)
1104-0133,North Branch West Stony Creek and tribs,entire stream and tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0133.html,,88171.85463,H-369-P127-46- 8
0703-0043,Minor Tribs to Oneida River,total length of selected tribs to Oneida River,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0043.pdf,,1522.90698,Ont  66-11- 1 thru 23 (selected)
0703-0046,Mud Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0046.pdf,,53535.61904,Ont  66-11-11
1501-0070,Tribs to Greenwood Lake,total length of all tribs to lake,Hackensack-Ramapo Rivers,https://www.dec.ny.gov/data/WQP/PWL/1501-0070.pdf,,9873.380823,NJ-P1026-
0905-0123,Minor Tribs to Middle Oswegatchie River,"total length of select tribs, Richville to Gouvernor",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0123.html,,121355.0269,SL-25- 30 thru 64
0902-0135,Hopkinton Brook and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0135.html,,85187.93697,SL(C)-32-28
0301-0004,"Oak Orchard Cr, Lower, and minor tribs",stream and selected tribs fr mouth to Waterport Reserv.,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0004.pdf,,12634.13129,Ont 138 (portion 1)
0301-0019,Northrup Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0019.html,,83231.96754,Ont 123-P154- 1
0902-0073,Farrington Brook and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0073.pdf,,99050.18696,SL(C)-29- 1- 3
0101-0007,"Smoke Creek, Lower, and minor tribs","stream and selected tribs, fr mouth to Webster Corners",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0101-0007.pdf,,11623.69013,Ont 158..E- 2
0101-0011,Grand Island (all tribs to Niagara R),total length of all Grand Island tribs to Niagara River,Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0101-0011.html,,77015.60519,Ont 158 G.I.-1 thru 6
0101-0023,"Scajaquada Creek, Lower, and tribs","stream and tribs, from mouth to Main Street in Buffalo",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0101-0023.html,,464.8010532,Ont 158-15
0101-0025,Black Rock Canal,entire canal,Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0101-0025.pdf,,293.542213,Ont 158 (portion 4)
0901-0015,"Saint Lawrence River, Main Stem",from Waddington to Ogdensburg,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0901-0015.pdf,,39083.64776,SL (portion 3)
0303-0057,Fox Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0057.html,,40512.14255,Ont  45- 9- 2
0104-0061,"Connoisarauley Creek, Lower, and tribs","stream and tribs, from mouth to Near Ashford Hollow",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0104-0061.pdf,,62836.76228,Ont 158..E-23-27
0104-0062,"Connoisarauley Creek, Upper, and tribs","stream and tribs, above Ashford Hollow",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0104-0062.pdf,,33104.77542,Ont 158..E-23-27
0701-0040,"Trib to North Brook, Upper",stream above Throop Station,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0701-0040.html,,2925.501483,Ont  66-12-36-10- 1
0701-0043,Minor Tribs to Lower Senca River,"total length of selected tribs, Mosquito Pt to Mud Lock",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0701-0043.pdf,,109992.5771,Ont  66-12-44 thru 57 (selected)
0701-0046,Tribs to Duck Lake,total length of all tribs to Duck Lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0701-0046.pdf,,7921.739169,Ont  66-12-46-P222-
0701-0047,Black Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0701-0047.pdf,,78013.07255,Ont  66-12-50- 8
0701-0049,Tribs to Crusoe Lake/Butler Creek,total length of all tribs to Crusoe Lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0701-0049.html,,44672.98012,Ont  66-12-50-P225-
0702-0001,Ley Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0702-0001.html,,41853.07306,Ont  66-12-12-P154- 3
0704-0024,Crane Brook and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0704-0024.html,,128633.4842,Ont  66-12-51
1101-0002,"Upper Hudson, Main Stem",from Waterford/Troy to near Mechanicville,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1101-0002.html,,20515.4939,H (portion  1)
0403-0061,Rush Creek/Minor Tribs to Rushford Lake,total length of selected/smaller tribs to lake,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0061.pdf,,46022.16024,Ont 117-136-P146-
0403-0062,Crawford Creek and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0062.html,,28793.72394,Ont 117-140
0403-0063,Wigwam Creek and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0063.html,,36825.6697,Ont 117-147
0403-0064,Black Creek and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0064.pdf,,110208.8526,Ont 117-148
0303-0010,"Chaumont River, Lower, and Tribs","stream and tribs, from mouth to Depauville",Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0010.html,,46756.41211,Ont   8
0303-0013,"Little Sandy Creek, Lower, and tribs","stream and tribs, from mouth to Lacona",Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0013.pdf,,51531.35697,Ont  50
0303-0015,Little Salmon River and minor tribs,entire stream and select tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0015.html,,65581.87499,Ont  58
0303-0016,"Salmon River, Lower, and minor tribs","stream and select tribs, from mouth to abv Altmar",Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0016.html,,144081.8596,Ont  53 (portion 1)
0903-0064,"Raquette River, Middle, and tribs","stream and select tribs, from Potsdam to Hannawa Falls",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0064.pdf,,64777.02485,SL- 1 (portion  2)
0903-0066,"Raquette River, Middle, and tribs","stream and all tribs, from Browns Bridge to Colton",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0066.html,,13712.55628,SL- 1 (portion  4)
0903-0074,"Raquette River, Middle, and tribs","stream and all tribs, fr Jamestown Falls to Piercefield",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0074.pdf,,185940.8401,SL- 1 (portion  7)
0903-0077,"Raquette River, Upper, and minor tribs","stream and select tribs, fr Tupper Lake to Long Lake",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0077.pdf,,208510.3019,SL- 1 (portion 10)
1201-0212,Sixmile Creek and tribs,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0212.html,,41582.5439,H-240-231
0602-0154,Pleasant Brook and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0154.pdf,,45730.21094,SR- 44-68- 5
0602-0155,Cold Spring Brook and minor tribs,entire stream and selected tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0155.pdf,,14909.61925,SR- 44-71- 1
0904-0019,"Little River, Upper, and tribs","stream and tribs, above North Russell",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0019.html,,92951.86614,SL- 2-22
0904-0020,Tracy Brook and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0020.pdf,,52935.2384,SL- 2-22- 1
0904-0021,Grannis Brook and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0021.pdf,,127946.9653,SL- 2-22- 2
0904-0022,Harrison Creek and minor tribs,entire stream and selected tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0022.pdf,,24752.61159,SL- 2-25
0705-0076,Mill Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0076.pdf,,29092.18841,Ont  66-12-P369- 28
0602-0055,Gridley Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0055.html,,43677.28418,SR- 44-14-43
0602-0056,"Trout Brook, Lower, and tribs","stream and tribs, from mouth to McGraw",Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0056.pdf,,48540.64708,SR- 44-14-58
0301-0046,Tribs to Middleport Reservoir,stream and tribs above Middleport,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0046.pdf,,20059.36283,Ont 139- 9- 1-P177a-
0301-0048,Minor Tribs to Lake Ontario,total length of selected/smaller tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0048.pdf,,202921.6944,Ont 140 thru 146
0301-0049,Marsh Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0049.pdf,,48487.66323,Ont 141
0301-0050,Golden Hill Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0050.html,,85399.73626,Ont 144
0301-0051,East Branch and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0051.html,,94911.40118,Ont 130- 1
0301-0052,West Branch and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0052.pdf,,123254.875,Ont 130- 2
0301-0054,"Eighteenmile Creek, Middle, and tribs",stream and tribs from Olcott to Newfane,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0054.pdf,,15317.81849,Ont 148
0303-0071,Trout Brook and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0071.html,,86914.55927,Ont  53- 5
0303-0072,Orwell Brook and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0072.html,,70313.44123,Ont  53- 6
0705-0066,"Fish Kill, Upper, and tribs","stream and tribs, above state park boundary",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0066.pdf,,25440.84003,Ont  66-12-P296- 75-16
0705-0067,"Endfield Creek, Upper, and tribs","stream and tribs, above state park boundary",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0067.pdf,,64915.30026,Ont  66-12-P296- 75-16- 4
0301-0005,"Oak Orchard Cr, Middle, and minor tribs",stream and selected tribs fr Waterport R to Medina,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0005.pdf,,90224.20859,Ont 138 (portion 3)
0301-0006,Sandy Creek and minor tribs,entire stream and selected/smaller tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0006.html,,52556.0205,Ont 130
0301-0007,"Johnson Creek, Lower, and tribs",stream and tribs from mouth to Lyndonville,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0007.html,,74222.94655,Ont 139 (portion 1)
0301-0011,"Twelvemile Creek, Lower, and tribs","stream and tribs, from mouth to Roosevelt Beach",Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0011.pdf,,512.6136232,Ont 152a
0105-0031,Upper Belson Creek/Gage Gulf and tribs,stream and tribs,Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0105-0031.pdf,,8356.762179,Ont 158..E-96- 3
0105-0032,unnamed tribs to Pennsylvania,entire stream and tribs,Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0105-0032.pdf,,4996.411887,Ont 158..E-97
0303-0018,"Stony Creek, Upper, and tribs","stream and tribs, above Smithville",Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0018.pdf,,51750.8968,Ont  40
0303-0019,Little Stony Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0019.pdf,,26017.32768,Ont  41
0403-0023,"Wiscoy Creek, Lower, and minor tribs",stream and smaller tribs fr mouth to Pike Five Corners,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0023.html,,75168.5945,Ont 117-104
0403-0025,Van Campen Creek and minor tribs,entire stream and selected/smaller tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0025.html,,99859.07339,Ont 117-164
0403-0026,Angelica Creek and minor tribs,entire stream and selected/smaller tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0026.html,,79080.30536,Ont 117-155
0602-0063,"Geneganselet Creek, Lower, and tribs","stream and tribs, from mouth to Smithville Flats",Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0063.pdf,,104318.774,SR- 44-23
0602-0065,"Castle Creek, Lower, and minor tribs","stream and tribs, from mouth to Castle Creek",Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0065.html,,46168.72863,SR- 44- 5
0602-0066,"Tioughnioga River, Lower, Main Stem",river from mouth to Whitney Point,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0066.html,,24016.14273,SR- 44-14 (portion 1)
0905-0153,Middle Br Oswegatchie and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0153.html,,425702.7911,SL-25- 73-26
0905-0170,Stammer Creek and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0170.html,,136794.7745,SL-25- 82
0602-0037,Dudley Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0037.pdf,,107264.7703,SR- 44-14-30
0601-0162,"Otego Creek, Upper/Clark Brook and tribs",stream and tribs above Mount Vision,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0162.pdf,,87658.9705,SR-172
1501-0069,Jenning Creek and tribs,"entire stream and tribs, within NYS",Hackensack-Ramapo Rivers,https://www.dec.ny.gov/data/WQP/PWL/1501-0069.pdf,,4735.58975,NJ-14 thru 15
0301-0062,"East Branch 12-mile Cr, Upper, and tribs","stream and tribs, above Wilson",Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0062.pdf,,150954.1523,Ont 152
0301-0063,"Twelvemile Creek, Upper, and tribs","stream and tribs, above Roosevelt Beach",Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0063.pdf,,152052.8456,Ont 152a
0301-0064,Minor Tribs to Lake Ontario,"total length of sel. tribs, from 12-mile Cr to Niagara",Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0064.pdf,,47955.08192,Ont 152b thru 157
0301-0065,Sixmile Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0065.pdf,,32708.46867,Ont 154
0303-0075,North Branch Salmon R and minor tribs,entire stream and select tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0075.html,,100550.9709,Ont  53-16
0303-0076,Mill Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0076.html,,67418.25065,Ont  53-16- 3
0302-0030,"White Brook, Upper, and tribs",stream and tribs above NYS Barge Canal,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0302-0030.pdf,,51358.26299,Ont 108/P113- 3-12
0302-0036,Minor Tribs to Lake Ontario,total length of selected tribs to Lake Ontario,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0302-0036.pdf,,24750.45475,Ont 109 thru 116
0903-0091,Cold Brook and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0091.pdf,,76673.52547,SL- 1- 33
0903-0098,Joe Indian Inlet and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0098.pdf,,51625.74161,SL- 1- 46-P31- 6
0201-0024,"Allegheny River, Main Stem",from Salamanca to Vandalia,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0024.pdf,,11833.81884,Pa-53 (portion 2)
0201-0025,"Allegheny River, Main Stem",from Vandalia to Olean,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0025.pdf,,22443.42084,Pa-53 (portion 4)
