Segment ID,Waterbody Index Number (WIN),Name,Description,6NYCRR Chapter X Part,Water Quality Class,Basin,Segment Miles,Waterbody Type
1305-0022,H-101-21,"East Br Wappingers Cr, Lower, and tribs","stream and tribs, from mouth to above Millbrook",855,B(T),Lower Hudson River,40.11,Streams
1305-0022,H-101-21,"East Br Wappingers Cr, Lower, and tribs","stream and tribs, from mouth to above Millbrook",857,B(T),Lower Hudson River,40.11,Streams
1305-0022,H-101-21,"East Br Wappingers Cr, Lower, and tribs","stream and tribs, from mouth to above Millbrook",855,B(T),Lower Hudson River,40.11,Streams
1305-0023,H-101-21,"East Br Wappingers Cr, Upper, and tribs",stream and tribs above Millbrook,855,A(T),Lower Hudson River,16.64,Streams
1305-0023,H-101-21,"East Br Wappingers Cr, Upper, and tribs",stream and tribs above Millbrook,857,A(T),Lower Hudson River,16.64,Streams
1305-0023,H-101-21,"East Br Wappingers Cr, Upper, and tribs",stream and tribs above Millbrook,855,A(T),Lower Hudson River,16.64,Streams
1305-0030,H-101-12,Great Spring Brook and tribs,entire stream and tribs,855,B,Lower Hudson River,31.27,Streams
1305-0030,H-101-12,Great Spring Brook and tribs,entire stream and tribs,857,B,Lower Hudson River,31.27,Streams
1305-0030,H-101-12,Great Spring Brook and tribs,entire stream and tribs,855,B,Lower Hudson River,31.27,Streams
1306-0006,H-139-13-62,Rutgers Creek and minor tribs,entire stream and select tribs,855,C,Lower Hudson River,80.09,Streams
1306-0006,H-139-13-62,Rutgers Creek and minor tribs,entire stream and select tribs,855,C,Lower Hudson River,80.09,Streams
1306-0009,H-139-14-P815a-48,Chestnut Creek and tribs,entire stream and tribs,855,A(T),Lower Hudson River,48.87,Streams
1306-0014,H-139-14-P815a-,Minor Tribs to Rondout Reservoir,"total length of select tribs, to Rondout Reservoir",855,A,Lower Hudson River,15.61,Streams
1306-0014,H-139-14-P815a-,Minor Tribs to Rondout Reservoir,"total length of select tribs, to Rondout Reservoir",855,A,Lower Hudson River,15.61,Streams
1306-0015,H-139-13-61- 9,"Wawayanda Creek, Upper, and minor tribs","stream and select tribs, above Warwick",855,B(T),Lower Hudson River,21.15,Streams
1306-0015,H-139-13-61- 9,"Wawayanda Creek, Upper, and minor tribs","stream and select tribs, above Warwick",855,B(T),Lower Hudson River,21.15,Streams
1306-0017,H-139-13 (portion 4),"Wallkill River, Upper, and minor tribs","stream and select tribs, above Middletown",855,C,Lower Hudson River,59.72,Streams
1306-0017,H-139-13 (portion 4),"Wallkill River, Upper, and minor tribs","stream and select tribs, above Middletown",855,C,Lower Hudson River,59.72,Streams
1306-0025,H-139-13-59,Quaker Creek and tribs,entire stream and tribs,855,C,Lower Hudson River,41.52,Streams
1306-0026,H-139-14 (portion 6),"Rondout Creek, Upper, and minor tribs","stream and select tribs, fr reservoir to E.Mountain Rd.",855,A(TS),Lower Hudson River,18.65,Streams
1306-0027,H-139-13 (portion 2),"Wallkill River, Lower, Main Stem",from Sturgeon Pond to Tuthill,855,B,Lower Hudson River,17.1,Streams
1306-0027,H-139-13 (portion 2),"Wallkill River, Lower, Main Stem",from Sturgeon Pond to Tuthill,855,B,Lower Hudson River,17.1,Streams
1306-0030,H-139 (portion 1),"Rondout River, Lower, Main Stem",from mouth to Eddyville,855,C,Lower Hudson River,3.39,Streams
1306-0031,H-139 (portion 2),"Rondout River, Lower, Main Stem",from Eddyville to Wallkill River,855,B,Lower Hudson River,3.77,Streams
1306-0032,H-139- 2 thru 6,Minor Tribs to Lower Rondount River,"total length of select tribs, from mouth to Wallkill R",855,C,Lower Hudson River,14.8,Streams
1306-0033,H-139- 7,DeWitt Lake Outlet and tribs,"entire stream and tribs, from mouth to DeWitt Lake",855,B,Lower Hudson River,3.12,Streams
1306-0035,H-139- 7-P449-,Tribs to DeWitt Lake,total length of all tribs,855,A,Lower Hudson River,2.81,Streams
1306-0038,H-139-13 (portion 3),"Wallkill River, Middle, Main Stem",from Tuthill to Middletown,855,B,Lower Hudson River,28,Streams
1306-0039,H-139-13- 2,Swarte Kill and tribs,entire stream and tribs,855,B,Lower Hudson River,26.95,Streams
1306-0040,H-139-13- 3 thru 18,Minor Tribs to Lower Lower Wallkill,"total length of select tribs, fr Sturgeon Pd to Tuthill",855,C,Lower Hudson River,41.75,Streams
1306-0041,H-139-13-10- 1,"Unnamed Trib to Wallkill, Upp, and tribs",entire stream and tribs,855,B,Lower Hudson River,0.52,Streams
1306-0042,H-139-13-11,"Unnamed Trib to Wallkill, and mnr tribs",entire stream and select tribs,855,C,Lower Hudson River,14.72,Streams
1306-0043,H-139-13-11- 4,Kleine Kill and tribs,entire stream and tribs,855,AA,Lower Hudson River,3.22,Streams
1306-0044,H-139-13-16,Platte Kill and tribs,entire stream and tribs,855,C,Lower Hudson River,25.48,Streams
1306-0045,H-139-13-19,"Shawangunk Kill, Lower, and minor tribs","stream and select tribs, from mouth to Pinebush",855,B,Lower Hudson River,39.49,Streams
1306-0046,H-139-13-19,"Shawangunk Kill, Middle, and minor tribs","stream and select tribs, from Pinebush to New Vernon",855,B(T),Lower Hudson River,76.22,Streams
1306-0047,H-139-13-19,"Shawangunk Kill, Middle, and tribs","stream and tribs, from New Vernon to New Hope",855,B,Lower Hudson River,18.48,Streams
1306-0048,H-139-13-19,"Shawangunk Kill, Upper, and tribs","stream and tribs, above New Hope",855,A,Lower Hudson River,11.69,Streams
1306-0050,H-139-13-19- 5,"Palmaghatt Kill, Upper, and tribs","stream and tribs, above Rutsonville",855,A(T),Lower Hudson River,5.06,Streams
1306-0052,H-139-13-19- 7,Dwaar Kill and tribs,entire stream and tribs,855,B(T),Lower Hudson River,18.13,Streams
1306-0053,H-139-13-19- 9,"Pakanasink Creek, Upper, and tribs","stream and tribs, above Van Keuren",855,C,Lower Hudson River,10.87,Streams
1306-0054,H-139-13-19-10,Verkeerder Kill Creek and tribs,entire stream and tribs,855,A(T),Lower Hudson River,23.28,Streams
1306-0057,H-139-13-19-15,Platte Kill/Halliday Brook and tribs,entire stream and tribs,855,B(T),Lower Hudson River,15.61,Streams
1306-0059,H-139-13-19-28,Little Shawangunk Kill and tribs,entire stream and tribs,855,B,Lower Hudson River,16.63,Streams
1306-0061,H-139-13-20 thru 53,Minor Tribs to Middle Wallkill,"total length of select tribs, fr Tuthill to Middletown",855,C,Lower Hudson River,88.83,Streams
1306-0062,H-139-13-24,"Dwaar Kill, Lower, and tribs","stream and tribs, from mouth to near Co Route 89",855,C,Lower Hudson River,24.53,Streams
1306-0063,H-139-13-24,"Dwaar Kill, Middle and tribs","stream and tribs, from Co Route 89 to Co Route 17K",855,A,Lower Hudson River,16.66,Streams
1306-0064,H-139-13-24,"Dwaar Kill, Upper, and tribs","stream and tribs, above Co Route 17K",855,B,Lower Hudson River,6.91,Streams
1306-0065,H-139-13-28,"Latterette Creek, Upper, and tribs","stream and tribs, above Wallkill",855,AA,Lower Hudson River,2.22,Streams
1306-0066,H-139-13-31,"Borden Creek, Upper, and tribs","stream and tribs, above Borden Estate",855,AA,Lower Hudson River,4.15,Streams
1306-0068,H-139-13-33,"Tin Brook, Lower, and tribs","stream and tribs, from mouth to Walden",855,A,Lower Hudson River,11.42,Streams
1306-0069,H-139-13-33,"Tin Brook, Upper, and tribs","stream and tribs, above Walden",855,B,Lower Hudson River,18.64,Streams
1306-0070,H-139-13-41,Mannayunk Kill and tribs,entire stream and tribs,855,C,Lower Hudson River,9.02,Streams
1306-0070,H-139-13-41,Mannayunk Kill and tribs,entire stream and tribs,855,C,Lower Hudson River,9.02,Streams
1306-0071,H-139-13-47,"Milburn Creek, Upper, and tribs","stream and tribs, above Crystal Run",855,B(T),Lower Hudson River,13.9,Streams
1306-0072,H-139-13-51,Masonic Creek and tribs,entire stream and tribs,855,B,Lower Hudson River,23.21,Streams
1306-0074,H-139-13-52,Monhagen Brook and tribs,entire stream and tribs,855,C,Lower Hudson River,25.92,Streams
1306-0078,H-139-13-61,Pochuck Creek and minor tribs,"stream and select tribs, from mouth to NY-NJ state line",855,C,Lower Hudson River,16.41,Streams
1306-0079,H-139-13-61- 9,"Wawayanda Creek, Lower, and tribs","stream and tribs, from NY-NJ state line to Warwick",855,C(T),Lower Hudson River,36.21,Streams
1306-0080,H-139-13-61- 9-15,"Unnamed Trib to Wawayanda Cr, and tribs",entire stream and tribs,855,B,Lower Hudson River,4.14,Streams
1306-0081,H-139-13-61- 9-20,"Warwick Reservoir Outlet, Upp, and tribs","stream and tribs, above Warwick",855,AA(TS),Lower Hudson River,2.18,Streams
1306-0082,H-139-13-61- 9-25,"Long House Creek, Upper, and tribs","stream and tribs, above Stonebridge",855,B(T),Lower Hudson River,16.88,Streams
1306-0084,H-139-13-62- 2,Catlin Creek and tribs,entire stream and tribs,855,C,Lower Hudson River,16.44,Streams
1306-0085,H-139-13-62- 3,"Indigot Creek, Lower, and tribs","stream and tribs, from mouth to near Mount Orange Road",855,C,Lower Hudson River,30.69,Streams
1306-0086,H-139-13-62- 3,"Indigot Creek, Upper, and tribs","stream and tribs, above Mount Orange Road",855,A,Lower Hudson River,11.55,Streams
1306-0088,H-139-14 (portion 1),"Rondout Creek, Middle, Main Stem",from Wallkill River to Wawarsing,855,B,Lower Hudson River,25.27,Streams
1306-0089,H-139-14 (portion 2),"Rondout Creek, Middle, and minor tribs","stream and select tribs, from Wawarsing to Honk Lake",855,C(T),Lower Hudson River,9.16,Streams
1306-0091,H-139-14 (portion 4),"Rondout Creek, Middle, and tribs","stream and tribs, from Honk Lake to Rondout Reservoir",855,C(TS),Lower Hudson River,5.14,Streams
1306-0092,H-139-14 (portion 7),"Rondout Creek, Upper, and minor tribs","stream and select tribs, above East Mountain Road",855,C(T),Lower Hudson River,38.9,Streams
1306-0093,H-139-14- 4 thru 33 (selected),Minor Tribs to Middle Rondout Creek,"total length of select tribs, fr Wallkill to Wawarsing",855,B,Lower Hudson River,39.76,Streams
1306-0096,H-139-14- 9,Coxing Kill and tribs,entire stream and tribs,855,C(T),Lower Hudson River,23.54,Streams
1306-0099,H-139-14-12,Kripplebush Creek and tribs,entire stream and tribs,855,C(T),Lower Hudson River,29,Streams
1306-0100,H-139-14-16,Peters Kill and tribs,entire stream and tribs,855,B(T),Lower Hudson River,13.15,Streams
1306-0103,H-139-14-18,"North Peters Kill, Lower, and tribs","stream and tribs, from mouth to above Whitfield",855,A(T),Lower Hudson River,7.28,Streams
1306-0104,H-139-14-18,"North Peters Kill, Upper, and tribs","entire stream and tribs, above Whitfield",855,C(T),Lower Hudson River,7.28,Streams
1306-0106,H-139-14-19,Stony Kill and tribs,entire stream and tribs,855,AA(T),Lower Hudson River,23.56,Streams
1306-0107,H-139-14-20,Rochester Creek and minor tribs,entire stream and select tribs,862,A(TS),Lower Hudson River,56.5,Streams
1306-0108,H-139-14-20- 2,Mill Brook and tribs,entire stream and tribs,861,A(TS),Lower Hudson River,33.4,Streams
1306-0108,H-139-14-20- 2,Mill Brook and tribs,entire stream and tribs,861,A(TS),Lower Hudson River,33.4,Streams
1306-0110,H-139-14-35,"Vernoy Kill, Upper, and tribs","stream and tribs, above Wawarsing",862,A(TS),Lower Hudson River,28.28,Streams
1306-0112,H-139-14-37,"Unnamed Trib to Rondout, Upp, and tribs","entire stream and tribs, above East Wawarsing",862,AA,Lower Hudson River,3.06,Streams
1306-0113,H-139-14-38,"Sandburg Creek, Lower, and tribs","stream and tribs, from mouth to Spring Glen",862,B(T),Lower Hudson River,13.72,Streams
1306-0114,H-139-14-38,"Sandburg Creek, Upper, and tribs","stream and tribs, above Spring Glen",855,B(TS),Lower Hudson River,40.8,Streams
1306-0114,H-139-14-38,"Sandburg Creek, Upper, and tribs","stream and tribs, above Spring Glen",855,B(TS),Lower Hudson River,40.8,Streams
1306-0115,"H-139-14-38- 1,-5,-6","Shingle Gully, North/South Gully, tribs",total length of all selected tribs,862,AA(T),Lower Hudson River,8.46,Streams
1306-0116,H-139-14-38- 3,Beer Kill and minor tribs,entire stream and select tribs,855,B(TS),Lower Hudson River,25.71,Streams
1306-0116,H-139-14-38- 3,Beer Kill and minor tribs,entire stream and select tribs,855,B(TS),Lower Hudson River,25.71,Streams
1306-0117,H-139-14-38- 3- 1,West Branch Beer Kill and tribs,entire stream and tribs,855,B(TS),Lower Hudson River,25.43,Streams
1306-0121,H-139-14-38- 9,Leuren Kill and tribs,entire stream and tribs,855,A(T),Lower Hudson River,4.86,Streams
1306-0122,H-139-14-38-14,Homowack Kill and tribs,entire stream and tribs,861,B(T),Lower Hudson River,19.19,Streams
1306-0125,H-139-14-40,Brandy Brook and tribs,entire stream and tribs,855,B(T),Lower Hudson River,5.57,Streams
1306-0127,H-139-14-P815a-53,East/Sundown Brook and tribs,entire stream and tribs,861,B(T),Lower Hudson River,10.09,Streams
1306-0127,H-139-14-P815a-53,East/Sundown Brook and tribs,entire stream and tribs,861,B(T),Lower Hudson River,10.09,Streams
1307-0003,H-171 (portion 2),"Esopus Creek, Middle, and minor tribs","stream and select tribs, from Kingston to Ashokan Reser",861,B(T),Lower Hudson River,89.01,Streams
1307-0005,H-171/P848- 1 thru 12 (selected),Minor Tribs to Ashokan Reservoir,total length of select tribs to Ashokan Reservoir,861,A(T),Lower Hudson River,20.62,Streams
1307-0007,H-171 (portion 4),"Esopus Creek, Upper, and minor tribs","stream and select tribs, from Ashokan Res to Allaben",861,A(TS),Lower Hudson River,42.15,Streams
1307-0008,H-171/P848-45,Stony Clove Brook and tribs,entire stream and tribs,862,B(TS),Lower Hudson River,48.78,Streams
1307-0010,H-171 (portion 1),"Esopus Creek, Lower, Main Stem",from mouth to Kingston,862,B,Lower Hudson River,12.72,Streams
1307-0011,H-171 (portion 5),"Esopus Creek, Upper, and minor tribs","stream and select tribs, above Allaben",862,C(TS),Lower Hudson River,66.25,Streams
1307-0012,H-171- 2 thru 21 (selected),Minor Tribs to Lower Esopus Creek,"total length of select tribs, from mouth to Kingston",861,C,Lower Hudson River,27.03,Streams
1307-0013,H-171-11,"Plattekill Creek, Lower, and minor tribs","stream and select tribs, from mouth to Blue Mountain",862,B(TS),Lower Hudson River,30.66,Streams
1307-0014,H-171-11,"Plattekill Creek, Upper, and tribs","stream and tribs, above Blue Mountain",862,A(TS),Lower Hudson River,33.45,Streams
1307-0015,H-171-11-11,Yager Stream and minor tribs,entire stream and select tribs,862,C(T),Lower Hudson River,19.51,Streams
1307-0016,H-171-11-11- 1,Washburn Creek and tribs,entire stream and tribs,863,B,Lower Hudson River,14.86,Streams
1307-0017,H-171-17,"Saw Kill, Lower, and tribs","stream and tribs, from mouth to Zena",863,B,Lower Hudson River,12.28,Streams
1307-0017,H-171-17,"Saw Kill, Lower, and tribs","stream and tribs, from mouth to Zena",863,B,Lower Hudson River,12.28,Streams
1307-0018,H-171-17,"Saw Kill, Middle, and tribs","stream and tribs, from Zena to Shady",863,B(T),Lower Hudson River,40.83,Streams
1307-0019,H-171-17,"Saw Kill, Upper, adn tribs","stream and tribs, above Shady",863,A(TS),Lower Hudson River,13.76,Streams
1307-0026,H-171-28,Stony Creek and tribs,entire stream and tribs,863,C(T),Lower Hudson River,19.78,Streams
1307-0029,H-171/P848- 5,Bushkill and tribs,entire stream and tribs,863,A(TS),Lower Hudson River,27.06,Streams
1307-0029,H-171/P848- 5,Bushkill and tribs,entire stream and tribs,863,A(TS),Lower Hudson River,27.06,Streams
1307-0031,H-171/P848-42,Little Beaverkill and tribs,entire stream and tribs,863,C(T),Lower Hudson River,23.71,Streams
1307-0033,H-171/P848-43,Beaverkill and tribs,"stream and tribs, mouth to Lake Hill",863,C(TS),Lower Hudson River,21.4,Streams
1307-0034,H-171/P848-43,Mink Hollow Brook and tribs,"stream and tribs, above Lake Hill",863,A(T),Lower Hudson River,9.54,Streams
1307-0035,H-171/P848-46,Woodland Stream and tribs,entire stream and tribs,863,B(TS),Lower Hudson River,27.12,Streams
1307-0036,H-171/P848-50,Bushnellsville Creek and tribs,entire stream and tribs,863,B(TS),Lower Hudson River,14.01,Streams
1307-0037,H-171/P848-52,Birch Creek and tribs,entire stream and tribs,863,B(TS),Lower Hudson River,17.01,Streams
1308-0002,H-188,"Roeliff Jan Kill, Upper, and tribs","stream and tribs, above Taconic Shores/Robinson Pond",863,C(TS),Lower Hudson River,59.58,Streams
1308-0010,H-188,"Roeliff Jan Kill, Lower, and minor tribs","stream and select tribs, from mouth to Silvernails",863,C(T),Lower Hudson River,143.12,Streams
1308-0011,H-188,"Roeliff Jan Kill, Mid, and minor tribs","stream and select tribs, fr Silvernails to Taconic Shrs",863,C(TS),Lower Hudson River,90.04,Streams
1308-0012,H-188- 2,Klein Kill and tribs,entire stream and tribs,863,C,Lower Hudson River,47.97,Streams
1308-0013,H-188-18,Doove Kill and tribs,entire stream and tribs,863,C(T),Lower Hudson River,24.05,Streams
1308-0017,H-188-39,Shekomeko Creek and tribs,entire stream and tribs,863,C(TS),Lower Hudson River,54.32,Streams
1308-0020,H-188-57,Punch Brook and tribs,entire stream and tribs,863,C(T),Lower Hudson River,32.85,Streams
1308-0021,H-188-59,Bash Bish Brook and tribs,entire stream and tribs,863,C(TS),Lower Hudson River,34.61,Streams
1309-0004,H-193,"Catskill Creek, Middle, and minor tribs","stream and select tribs, from Cautserkill to Freehold",863,B(T),Lower Hudson River,112.14,Streams
1309-0006,H-193- 2,"Kaaterskill Cr, Lower, and tribs","stream and tribs, from mouth to Asbury",863,B,Lower Hudson River,52.94,Streams
1309-0008,H-193-20,Shingle Kill and tribs,entire stream and tribs,863,C(TS),Lower Hudson River,25.29,Streams
1309-0010,H-193,"Catskill Creek, Lower, Main Stem",from mouth to Cauterskill,863,C,Lower Hudson River,3.38,Streams
1309-0011,H-193,"Catskill Creek, Upper, and minor tribs","stream and select tribs, above Freehold",880,C(T),Lower Hudson River,228.61,Streams
1309-0012,H-193- 1,Van Hozen Kill and tribs,entire stream and tribs,863,C,Lower Hudson River,17.09,Streams
1309-0013,H-193- 2,"Kaaterskill Cr, Upper, and minor tribs","stream and select tribs, above Asbury",863,B(T),Lower Hudson River,62.24,Streams
1309-0015,H-193- 2-12,Beaver Kill and tribs,entire stream and tribs,863,C,Lower Hudson River,32.47,Streams
1309-0016,H-193- 2-18,Kisatom Brook and tribs,entire stream and tribs,863,C(TS),Lower Hudson River,49.65,Streams
1309-0019,H-193- 9,"Potic Creek, Lower, and tribs","stream and tribs, from mouth to Cob Creek",863,C(T),Lower Hudson River,6.75,Streams
1309-0020,H-193- 9,"Potic Creek, Middle, and tribs","stream and tribs, from Cob Creek to Earlton",863,B(T),Lower Hudson River,10.46,Streams
1309-0021,H-193- 9,"Potic Creek, Upper, and tribs","stream and tribs, above Earlton",863,C(T),Lower Hudson River,23.76,Streams
1309-0022,H-193- 9- 2,"Cob Creek, Middle, and tribs","stream and tribs, from reservoir to near Surprise",863,B,Lower Hudson River,10.2,Streams
1309-0023,H-193- 9- 2,"Cob Creek, Upper, and tribs","stream and tribs, above Surprise",863,C,Lower Hudson River,30.95,Streams
1309-0026,H-193-19,Jan DeBakkers Kill and tribs,entire stream and tribs,863,C(TS),Lower Hudson River,20.92,Streams
1309-0027,H-193-29,"Basic Creek, Lower, and tribs","stream and tribs, from mouth to reservoir",863,C(T),Lower Hudson River,57.5,Streams
1309-0028,H-193-29,"Basic Creek, Upper, and tribs","stream and tribs, above reservoir",864,A(TS),Lower Hudson River,54.1,Streams
1309-0029,H-193-33,Thorp Creek and tribs,entire stream and tribs,864,C(TS),Lower Hudson River,34.02,Streams
1309-0030,H-193-41,Ten Mile Creek and tribs,entire stream and tribs,863,C(TS),Lower Hudson River,95.25,Streams
1310-0003,H-204- 2- 7,"Valatie Kill, Middle, and tribs","stream and tribs, from Kinderhook Lake to Rosecrans Pk",863,C(T),Lower Hudson River,38.81,Streams
1310-0015,H-204- 3- 8,"Taghkanic Creek, Lower, and tribs","stream and tribs, from mouth to New Forge",863,C(T),Lower Hudson River,123.14,Streams
1310-0017,H-204- 2,"Kinderhook Creek, Middle, and mnr tribs","stream and select tribs, from nr Valatie to East Nassau",863,C(T),Lower Hudson River,72.03,Streams
1310-0020,H-204,Stockport Creek and minor tribs,"stream and select tribs, from mouth to Stockport",863,C,Lower Hudson River,3.76,Streams
1310-0021,H-204- 2,"Kinderhook Creek, Lower, and minor tribs","stream and select tribs, from mouth near Valatie",863,C,Lower Hudson River,40.97,Streams
1310-0022,H-204- 2,"Kinderhook Creek, Upper, and minor tribs","stream and select tribs, above East Nassau",863,C(TS),Lower Hudson River,150.33,Streams
1310-0023,H-204- 2- 7,"Valatie Kill, Lower, and tribs","stream and tribs, from mouth to Niverville",863,C,Lower Hudson River,5.03,Streams
1310-0024,H-204- 2- 7,"Valatie Kill, Upper, and tribs","stream and tribs, above Nassau Lake",863,C(T),Lower Hudson River,30.52,Streams
1310-0028,H-204- 2- 9,Kline Kill and tribs,entire stream and tribs,863,C(TS),Lower Hudson River,67.85,Streams
1310-0031,H-204- 2-10,Stony Kill and tribs,entire stream and tribs,863,C(TS),Lower Hudson River,74.83,Streams
1310-0035,H-204- 2-18,"Tackawasic Creek, Lower, and tribs","stream and tribs, from mouth to Tackawasic Lake",863,B(T),Lower Hudson River,1.54,Streams
1310-0036,H-204- 2-18,"Tackawasic Creek, Upper, and tribs","stream and tribs, above Tackawasic Lake",863,C(T),Lower Hudson River,36.11,Streams
1310-0039,H-204- 2-25,Wyomanock Creek and tribs,"entire stream and tribs, within NYS",863,C(TS),Lower Hudson River,47.64,Streams
1310-0043,H-204- 2-36,Black River and tribs,entire stream and tribs,863,C(TS),Lower Hudson River,22.61,Streams
1310-0047,H-204- 3,"Claverack Creek, Lower, and minor tribs","stream and select tribs, from mouth to near Claverack",863,C,Lower Hudson River,37.65,Streams
1310-0048,H-204- 3,"Claverack Creek, Upper, and minor tribs","stream and select tribs, above Claverack",863,C(T),Lower Hudson River,48.84,Streams
1310-0049,H-204- 3- 1,Fitting Creek and tribs,entire stream and tribs,863,C(T),Lower Hudson River,48.5,Streams
1310-0051,H-204- 3- 8,"Taghkanic Creek, Middle, and tribs","stream and tribs, from New Forge to East Taghkanic",863,A(TS),Lower Hudson River,26.53,Streams
1310-0052,H-204- 3- 8,"Taghkanic Creek, Upper, and tribs","stream and tribs, above East Taghkanic",863,C(TS),Lower Hudson River,69.58,Streams
1310-0060,H-204- 3,Claverack/Agawamuck Creek and tribs,entire stream and tribs,863,C(TS),Lower Hudson River,40.26,Streams
1310-0061,H-204- 3-16,North Creek and tribs, ,876,C(TS),Lower Hudson River,49.23,Streams
1311-0002,H-221- 4 (portion 2),"Normans Kill, Middle, and tribs","stream and tribs, fr nr Voorheesville to reservoir",876,B,Lower Hudson River,29.47,Streams
1311-0004,H-221- 4- 3,"Krum Kill, Upper, and tribs","stream and tribs, above McKnownville",876,A,Lower Hudson River,0.38,Streams
1311-0005,H-221- 4 (portion 5),"Normans Kill, Upper, and tribs","stream and tribs, above Pine Grove",876,C,Lower Hudson River,76.32,Streams
1311-0010,H-221- 4 (portion 1),"Normans Kill, Lower, and minor tribs","stream and select tribs, from mouth to nr Voorheesville",876,C,Lower Hudson River,44.69,Streams
1311-0017,H-221- 4-270- 1,Bozen Kill and minor tribs,entire stream and select tribs,876,C,Lower Hudson River,75.22,Streams
1311-0018,H-221- 4 (portion 4),"Normans Kill, Upper, and tribs","stream and tribs, from reservoir to above Pine Grove",876,A,Lower Hudson River,47.22,Streams
1311-0020,H-221,Island Creek and minor tribs,entire stream and select tribs,876,C,Lower Hudson River,1.99,Streams
1311-0021,H-221- 4- 7,Vly Creek and tribs,entire stream and tribs,876,C(T),Lower Hudson River,20.37,Streams
1311-0024,H-221- 4-P270- 1- 1,Black Creek and tribs,entire stream and tribs,876,C,Lower Hudson River,39.06,Streams
1401-0001,D (portion 3),"Delaware River, Upper, Main Stem",from Callicoon to East/West Branches,815,A(T),Delaware River,27.65,Streams
1401-0001,D (portion 3),"Delaware River, Upper, Main Stem",from Callicoon to East/West Branches,815,A(T),Delaware River,14.12,Streams
1401-0003,D-10 (portion 1),"Mongaup River, Lower, and minor tribs",stream and selected tribs from mouth to Rio Reservoir,815,B(T),Delaware River,13.95,Streams
1401-0004,D-53,Callicoon Creek and minor tribs,entire stream and selected/smaller tribs,815,C(T),Delaware River,2.63,Streams
1401-0006,D-25,"Halfway Brook, Lower, and tribs",stream and tribs from mouth to Sidwell Lake,815,B(T),Delaware River,24.83,Streams
1401-0019,D (portion 2),"Delaware River, Middle Main Stem",from Lackawaxen River to Callicoon,815,A,Delaware River,26.57,Streams
1401-0019,D (portion 2),"Delaware River, Middle Main Stem",from Lackawaxen River to Callicoon,815,A,Delaware River,13.47,Streams
1401-0020,D (portion 1),"Delaware River, Lower, Main Stem",from NY-PA-NJ border to Lackawaxen River,815,A,Delaware River,24.73,Streams
1401-0020,D (portion 1),"Delaware River, Lower, Main Stem",from NY-PA-NJ border to Lackawaxen River,815,A,Delaware River,14.22,Streams
1401-0021,D- 3 thru 4,Minor Tribs to Delaware River,"total length of all tribs, Port Jervis to Millrift, PA",815,C,Delaware River,4.1,Streams
1401-0022,D- 5,Shingle Kill and minor tribs,entire stream and selected/smaller tribs,815,C(T),Delaware River,17.88,Streams
1401-0023,D- 5-,Minor Tribs to Upper Shingle Kill,entire length of Class B tribs to the Shingle Kill,815,B,Delaware River,2.24,Streams
1401-0025,D-10 (portion 3),"Mongaup River, Middle, and minor tribs",stream and selected tribs btw Rio and Swinging Br Res.,815,B(T),Delaware River,22.25,Streams
1401-0026,D-10 (portion 6),"Mongaup River, Upper, and tribs",stream and selected tribs abv Swinging Bridge Reservoir,815,B,Delaware River,14.78,Streams
1401-0027,D-10- 5,Bush Kill and tribs,entire stream and tribs,815,C,Delaware River,9.81,Streams
1401-0032,D-10-11,Black Brook and minor tribs,entire stream and selected/smaller tribs,815,B(T),Delaware River,25.91,Streams
1401-0042,D-10-14-P98-,Lebanon Lake Tributaries,entire length of all tribs to Lebanon Lake,815,C(T),Delaware River,10.33,Streams
1401-0044,D-10-15,Black Lake Creek and tribs,entire stream and tribs,815,B,Delaware River,27.73,Streams
1401-0047,D-10-15-P100a-,Toronto Reservoir Tributaries,entire length of all tribs to Toronto Reservoir,815,B,Delaware River,22.36,Streams
1401-0057,D-10-18,White Lake Brook and tribs,entire stream and tribs,815,B,Delaware River,22.98,Streams
1401-0060,D-10-20,Kinne Brook and tribs,entire stream and tribs,815,B,Delaware River,25.8,Streams
1401-0061,D-10-22,West Branch Mongaup and tribs,entire stream and tribs,815,B(T),Delaware River,41.33,Streams
1401-0064,D-10-22-P128-,Tribs to Swan Lake,total length of all tribs to the lake,815,B,Delaware River,10.03,Streams
1401-0066,D-10-25,"Middle Branch Mongaup, Lower, and tribs",stream and tribs from mouth to Ferndale,815,B(T),Delaware River,10.69,Streams
1401-0067,D-10-25,"Middle Branch Mongaup, Upper, and tribs",stream and tribs above Ferndale,815,B,Delaware River,24.05,Streams
1401-0072,D-10-29-P158-,Trout Brook/Tribs to Grossingers Lake,entire length of Trout Brook/tribs to Grossingers Lake,815,B(T),Delaware River,5.19,Streams
1401-0073,D-10-16 thru 19 (selected),Swinging Bridge Reservoir Tributaries,entire length of selected tribs to Swinging Bridge Res,815,B,Delaware River,12.31,Streams
1401-0076,D-11 thru 33 (selected),Minor Tribs to Delaware River,total length of selected tribs fr Pt.Jervis & Minsnk Fd,815,B,Delaware River,22.41,Streams
1401-0077,D-13,Fish Cabin Creek and tribs,entire stream and tribs,815,C(T),Delaware River,8.69,Streams
1401-0078,D-16,Mill Brook and tribs,entire stream and tribs,815,B(T),Delaware River,31.15,Streams
1401-0082,D-25,"Halfway Brook, Upper, and tribs",stream and tribs above Sidwell Lake,815,B(T),Delaware River,20.07,Streams
