Site_ID,PWL_ID,Segment_Name,Municipality,Site Description,Latitude,Longitude,DEC_Region,Watershed_ID,sampleinfo_present,chem_lab_present,chem_insitu_present,macroinfometrics_present,macroraw_present,habitat_present,userperc_present
13-GUNK_T35-0.2,1306-0047,Unnamed Tributary To Shawangunk Kill,Mount Hope,at rte 24 bridge.,41.439605,-74.538899,3,H-139-13-19,T,T,T,T,T,T,T
14-SHEL_T4-0.6,1402-0051,Unnamed Tributary To Sheldrake Stream,Fallsburg,at westwood drive.,41.71941,-74.64286,3,D- 1-38,T,F,T,T,T,T,T
14-SHRB_T2-0.2,1404-0049,Unnamed Tributary To Sherruck Brook,Tompkins,off carroll hill rd.,42.18883,-75.31474,4,D-71-20,T,F,T,T,T,T,T
08-ADKS_19-0.2,0801-0297,Unnamed Tributary To Shingle Shanty Brook,Long Lake,100 m above bridge.,43.93333,-74.68806,5,ONT-19-40-P493-19-P539-5-P541-7-3-P552-2-P560-1,T,F,T,T,T,F,F
03-SHIP_T2-0.4,0302-0026,Unnamed Tributary To Shipbuilders Creek,Webster,downstram of rr tracks off drumm rd.,43.23665,-77.49254,8,ONT-107-2,T,F,T,T,T,T,T
04-WTSIL-0.7,0403-0044,Unnamed Tributary To Silver Lake,Castile,approx 100 foot from sowerby rd.,42.691142,-78.05374,9,ONT-117-70-P115,F,F,F,F,F,F,F
17-SISO_T2-0.2,1702-0135,Unnamed Tributary To Siscount Reservoir,Pound Ridge,100 m off eastwood rd.,41.201647,-73.529464,3,(MW3.7)  Conn- 1 thru 10 (selected),T,T,T,T,T,T,T
07-SKAN_T4-1.5,0707-0003,Unnamed Tributary To Skaneateles Creek,Sennett,depot rd./rte 146 bridge.,42.993313,-76.47112,7,Ont  66-12-29,T,F,T,F,F,T,F
07-SKAT_T14-0.2,0707-0005,Unnamed Tributary To Skaneateles Lake,Spafford,at route 41 bridge.,42.878,-76.37499,7,ONT-66-12-29-P193-14,T,F,T,T,T,T,T
07-SKAT_T2-0.1,0707-0005,Unnamed Tributary To Skaneateles Lake,Skaneateles,east lake rd. at public fishing access.,42.924389,-76.40494,7,Ont  66-12-29-P193-,T,T,T,T,T,T,T
07-SKAT_T5-0.1,0707-0005,Unnamed Tributary To Skaneateles Lake,Skaneateles,east lake rd. bridge.,42.904,-76.39399,7,Ont  66-12-29-P193-,T,T,T,T,T,T,T
07-SKAT_T89-0.2,0707-0005,Unnamed Tributary To Skaneateles Lake,Skaneateles,west lake rd. bridge.,42.898,-76.419,7,Ont  66-12-29-P193-,T,T,T,T,T,T,T
07-SKAT_T93a-0.5,0707-0005,Unnamed Tributary To Skaneateles Lake,Skaneateles,just upstream of culvert on west lake rd.,42.935225,-76.43204,7,Ont  66-12-29-P193-,T,T,T,T,T,T,T
09-ADKS_06-0.9,0905-0113,Unnamed Tributary To Skate Creek,Fine,sitting bull rd.,44.22583,-75.04583,6,SL-25-99-2,T,F,F,T,T,F,F
03-SKIN_T4-1.1,0303-0061,Unnamed Tributary To Skinner Creek,Ellisburg,850 ft off van wormer rd.,43.695777,-76.05288,6,Ont  47,T,F,T,T,T,F,F
03-SKIN_T4-2.6,0303-0061,Unnamed Tributary To Skinner Creek,Ellisburg,van wormer rd.,43.6987,-76.02888,6,Ont  47,T,T,T,T,T,T,T
03-SKIN_T5-0.2,0303-0061,Unnamed Tributary To Skinner Creek,Ellisburg,downstream of the cr 90 bridge crossing.,43.71098,-76.05319,6,Ont  47,T,T,T,T,T,T,T
10-ADKS11_2007-2.5,1004-0074,Unnamed Tributary To Slide Brook,Keene,high elevation site.,44.1957,-73.8459,5,C- 25-27-36,T,F,T,T,T,T,T
17-MILR-3.5,1701-0221,Unnamed Tributary To Smith Pond,Hempstead,30 m upstream of pinebrook ave.,40.674315,-73.662232,1,(MW8.4a) HB-233-P1005-,T,T,T,T,T,T,T
09-GRAS_ST24-1.4,0904-0052,Unnamed Tributary To South Branch Grass River,Clifton,tooley pond rd. 30 m below culvert.,44.26039,-74.89072,6,SL-2-59-25,T,F,F,F,F,T,T
09-ADKS_01-0.1,0905-0133,Unnamed Tributary To South Creek,Diana,grove pond rd.,44.13083,-75.25611,6,SL-25-73-24-6,T,F,F,T,T,F,F
04-JCOX_S-3.7,0402-0064,Unnamed Tributary To South Fork Jaycox Creek,Geneseo,downstream of reservoir rd.,42.794639,-77.770032,8,Ont 117- 57,T,T,T,F,T,T,T
03-SSAN_T10-0.7,0303-0053,Unnamed Tributary To South Sandy Creek,Lorraine,300 ft south off middle rd.,43.790045,-75.97397,6,Ont  45,T,F,T,T,T,F,F
03-SSAN_T8-0.1,0303-0021,Unnamed Tributary To South Sandy Creek,Ellisburg,"250 ft se off cr 85





















































this random prob site is actually a trib to south sandy creek.",43.77583,-76.04923,6,ONT-45,T,F,T,F,T,T,T
04-SPRN_T2-1.3,0402-0070,Unnamed Tributary To Springwater Creek,Springwater,"wheaton hill rd.


























no sample 2014.",42.656468,-77.58435,8,Ont 117-27-34-P44-7,T,F,F,F,F,T,T
10-ADKS12_183-0.3,1004-0071,Unnamed Tributary To Spruce Hill Brook,Keene,just north off hurricane rd. at coordinates 44.228226 / -73.745509.,44.228889,-73.745278,5,C- 25-27,T,F,F,T,T,T,T
10-ADKS12_78-0.8,1004-0071,Unnamed Tributary To Spruce Hill Brook,Keene,0.05 miles east from end of bear brook way at coordinates 44.229956 / -73.738307.,44.23,-73.736389,5,C- 25-27,T,F,F,T,T,T,T
09-STLW_T54-0.1,0901-0025,Unnamed Tributary To St. Lawrence River,Cape Vincent,rte 12e bridge.,44.181761,-76.22923,6,SL-41 thru 55 (sel),T,F,F,F,F,T,T
09-STLW_T46a-0.1,0901-0025,Unnamed Tributary To St. Lawrence River Not Listed In Green Book.,Clayton,stream next cottage on calumet blvd. sampled next to foot bridge on property. considered a low gradient location. location name borrows the closest tributary number with the inclusion of a lowercase a to differentiate from nearby tributary with same green book number.,44.255218,-76.04135,6,SL-41 thru 55 (sel),T,F,T,F,F,F,F
09-REGI_T80-0.1,0902-0096,Unnamed Tributary To St.Regis River,Santa Clara,at a rd. off blue mountain rd.,44.4526,-74.37303,5,SLC-32-80a,T,F,T,F,F,F,T
12-STLE_T2-0.1,1201-0011,Unnamed Tributary To Steele Creek,German Flatts,90 ft sw off cr 15.,42.997111,-75.050914,6,H-240-187,T,F,T,T,T,T,T
05-WSTEP_T1-3.2,0503-0012,Unnamed Tributary To Stephens Creek,Howard,south woods rd.,42.3249,-77.5513,8,Pa  3-57- 5 (portion 3),F,F,F,F,F,F,F
08-ADKS_17-0.6,0801-0184,Unnamed Tributary To Stillwater Reservoir,Long Lake,trail off north point rd.,43.92472,-74.81416,5,ONT-19-4-P493-21-1-3,T,F,T,T,T,F,F
01-STYB_T5-0.3,0102-0041,Unnamed Tributary To Stony Brook,Orangeville,buffalo rd.,42.7715,-78.27379,9,Ont 158-12-66,F,F,F,F,F,F,F
10-ADKS12_98-1.0,1004-0071,Unnamed Tributary To Styles Brook,Keene,0.1 mile bushwack off dead end rd. off irish hill/zimmery rd. dead end rd leaves irish hill rd. at coordinates 44.293360 / -73.773648. bushwack should begin at coordinates 44.288281 / -73.770674.,44.287778,-73.76888,5,C- 25-27,F,F,F,F,F,F,F
04-SUGA_T7-1.0,0404-0026,Unnamed Tributary To Sugar Creek,Ossian,off ebert rd.,42.52197,-77.83082,8,ONT-117-66-28-3,T,F,T,F,F,T,T
08-SUMN_T1-0.1,0801-0346,Unnamed Tributary To Sumner Stream,Inlet,"access at trail head on Limekiln lake cedar river rd (43.678664,-74.671366) 0.4 miles at first stream crossing",43.682873,-74.665813,5,Ont  19- 81,T,,T,,,T,T
06-USSQ_T118-1.0,0601-0123,Unnamed Tributary To Susquehanna River,Colesville,80 m downstream of hartz rd. bridge.,42.123043,-75.58313,7,SR-118,T,F,T,T,T,T,T
09-SYLV_T1-0.1,0905-0100,Unnamed Tributary To Sylvia Lake Outlet,Fowler,little york rd. bridge.,44.28139,-75.39082,6,SL-25-72-4,T,F,T,T,T,F,F
13-WTAGH_T36-0.6,1310-0052,Unnamed Tributary To Taghkanic Creek,Copake,railrd. lane.,42.1771,-73.57089,4,H-204- 3- 8,F,F,F,F,F,F,F
10-ADKS12_110-0.7,1004-0042,Unnamed Tributary To Taylor Pond,Black Brook,0.6 mile bushwack around base of third burnt hill leave trail to taylor pond at coordinates 44.460017 / -73.896068 and head northeast.,44.466111,-73.886389,5,C- 25-26,T,F,F,T,T,T,T
01-TONA_T10-0.1,0102-0028,Unnamed Tributary To Tonawanda Creek,Clarence,kelkenberg rd.,43.072778,-78.586294,9,Ont 158-12- 7 thru 31 (selected),T,F,F,F,F,F,F
01-TONA_T39-0.4,0102-0003,Unnamed Tributary To Tonawanda Creek,Alexander,genesee st.,42.871201,-78.26519,9,Ont 158-12 (portion 4),T,F,T,T,T,T,T
01-WTONA_T21-0.3,0102-0028,Unnamed Tributary To Tonawanda Creek,Pembroke,upstream from housekneeht rd.,43.0295,-78.39379,8,ONT 158-12-7-31,T,F,F,F,F,F,F
14-TOWN_T11-0.2,1404-0088,Unnamed Tributary To Town Brook,Stamford,town brook rd. trib near confluence with town brook.,42.354719,-74.601596,4,D-71-93,T,T,T,T,T,T,T
05-TRPS_T4-4.1,0503-0009,Unnamed Tributary To Troups Creek,Troupsburg,200 downstream of olmstead rd. bridge.,42.0596,-77.509753,8,PA-25-4,T,F,T,T,T,T,T
05-TRPS_T5-2.3,0503-0009,Unnamed Tributary To Troups Creek,Troupsburg,at squab hollow wileyville rd crossing,42.02041,-77.568165,8,Pa 25 (incl Pa 21 thru 24),T,,T,,,T,T
04-TBRU_T1-4.7,0403-0047,Unnamed Tributary To Trout Brook,Gainesville,school rd.,42.630627,-78.146177,9,Ont 117-104-8,T,F,T,T,T,F,T
11-ADKS11_245-1.4,1104-0214,Unnamed Tributary To Trout Brook,Minerva,behind hornbeck canoe manufacturer.,43.77886,-73.91409,5,H-391-P 374-1-6-1,T,F,T,T,T,T,T
06-DILA_T3-1.1,0601-0136,Unnamed Tributary To Unadilla River,Unadilla,downstream of river rd. bridge.,42.37672,-75.396742,6,SR-146-3,T,F,T,T,T,T,T
11-ADKS11_156-0.1,1104-0055,Unnamed Tributary To Upper  Hudson River,Newcomb,tahawus rd.,43.96827,-74.05109,5,H-526a,T,F,T,T,T,T,T
11-ADKS11_278-0.8,1104-0251,Unnamed Tributary To Upper  Hudson River,Chester,100 m upstream of ataeka rd.,43.5933,-73.84997,5,H-400,T,F,T,T,T,T,T
10-LSAR_T10-0.3,1003-0087,Unnamed Tributary To Upper Saranac Lake,Santa Clara,markham point.,44.329961,-74.28817,5,C- 15-P114- 1 thru 15,T,T,T,F,T,T,T
09-SREG-0.2,0905-0003,Unnamed Tributary To Upper St. Regis Lake,Brighton,sr 30 bridge.,44.440378,-74.23191,5,SL-25-73,T,F,T,T,T,F,F
04-VANM_T10-0.1,0403-0011,Unnamed Tributary To Vandermark Creek,Ward,cr10 vandemark rd.,42.23,-77.86441,9,ONT-117-176-10,T,F,T,T,T,T,T
09-ADKS_12-0.5,0905-0003,Unnamed Tributary To W. Br. Oswegatchie R.,Diana,kimball mill rd.,44.10139,-75.33417,6,SL-25-73-27a,T,F,F,T,T,F,F
13-WALK_T13-1.3,1306-0040,Unnamed Tributary To Wallkill River,New Paltz,at north chestnut st.,41.75489,-74.08368,3,H-139-13- 3 thru 18,T,T,T,T,T,T,F
13-WALK_T25-1.5,1306-0061,Unnamed Tributary To Wallkill River,Shawangunk,off mckendrick rd.,41.6321,-74.16349,3,H-139-13-20 thru 53,F,F,F,F,F,F,F
13-WALK_T44-3.0,1306-0061,Unnamed Tributary To Wallkill River,Goshen,just off scotchtown rd. past julie lynn dr.,41.42274,-74.32401,3,H-139-13-20 thru 53,T,T,T,T,T,T,F
13-WALK_T47-0.5,1306-0061,Unnamed Tributary To Wallkill River,Wallkill,stony ford rd. at bridge.,41.4575,-74.32694,3,H-139-13-20 thru 53,T,F,T,T,T,T,T
13-WALK_T50-0.1,1306-0061,Unnamed Tributary To Wallkill River,Wallkill,east main st. (co. rte. 67) bridge.,41.44028,-74.36443,3,H-139-13-20 thru 53,T,F,T,F,F,F,F
05-WANE_T5-0.5,0502-0029,Unnamed Tributary To Waneta Lake,Tyrone,at county rte 25 bridge.,42.471559,-77.09818,8,PA-3-58-15-P47-4-P48-5,T,T,T,T,T,T,T
13-WAPP_T1-0.1,1305-0012,Unnamed Tributary To Wappinger Creek,Wappinger,at creek rd. bridge.,41.593565,-73.92662,3,H-101 (portion 1),T,F,T,T,T,T,T
13-WAPP_T4-1.2,1305-0016,Unnamed Tributary To Wappinger Creek,Wappinger,all angles rd. bridge.,41.6227,-73.8747,3,H-101- 4,T,F,T,T,T,T,T
15-WARI_T1-0.6,1501-0036,Unnamed Tributary To Warwick Brook,Tuxedo,off cr 84. long meadow rd.,41.21911,-74.2245,3,NJ-12,T,F,T,T,T,T,T
15-WARI_T2-0.1,1501-0036,Unnamed Tributary To Warwick Brook,Tuxedo,ironwood dr.,41.23038,-74.23191,3,NJ-12,T,F,T,T,T,T,T
13-WAWA_T9-2.0,1306-0079,Unnamed Tributary To Waywayanda Creek,Warwick,off wawayanda rd.,41.223033,-74.3958,3,H-139-13-61- 9,F,F,F,F,F,F,F
16-WEBA_T4-1.3,1601-0026,Unnamed Tributary To Webatuck Creek,Northeast,25 m above downey rd.,41.92911,-73.52637,3,Conn 15-12,F,F,F,F,F,F,F
06-OWGO_W_T2-0.1,0603-0011,Unnamed Tributary To West  Branch Owego Creek,Candor,park settlement rd.,42.173476,-76.252419,7,SR- 16- 7,T,T,T,F,F,T,T
11-ADKS11_08-0.7,1104-0211,Unnamed Tributary To West Br.,Schroon,10 m upstream of foot path.,43.87746,-73.88422,5,H-391-P 374-1-21,T,F,F,T,T,T,T
10-SABL_W_T13-0.1,1004-0013,Unnamed Tributary To West Branch Ausable River,Wilmington,downstream of sr 86. reduce salt stream 2; ds.,44.382641,-73.82927,5,C- 25-26,T,T,T,F,F,F,T
10-SABL_W_T13-0.2,1004-0013,Unnamed Tributary To West Branch Ausable River,Wilmington,upstream of sr 86.reduce salt stream 2; us.,44.383231,-73.83041,5,C- 25-26,T,T,T,F,F,F,T
10-SABL_W_T14-0.2,1004-0013,Unnamed Tributary To West Branch Ausable River,Wilmington,downstream of sr 86. reduce salt stream 1; ds.,44.372134,-73.83521,5,C- 25-26,T,T,T,F,F,F,T
10-SABL_W_T14-0.3,1004-0013,Unnamed Tributary To West Branch Ausable River,Wilmington,upstream of sr 86. reduce salt stream 1; us.,44.372709,-73.836691,5,C- 25-26,T,T,T,F,F,F,T
10-SABL_W_T26-0.1,1004-0013,Unnamed Tributary To West Branch Ausable River,North Elba,downstream of sr 86. abrasive stream 2; ds.,44.312151,-73.914701,5,C- 25-26,T,T,T,F,F,F,T
10-SABL_W_T26-0.2,1004-0013,Unnamed Tributary To West Branch Ausable River,North Elba,upstream of sr 86.abrasive stream 2; us.,44.312082,-73.914339,5,C- 25-26,T,T,T,F,F,F,T
10-SABL_W_T27-0.1,1004-0013,Unnamed Tributary To West Branch Ausable River,North Elba,downstream of sr 86. abrasive stream 1; ds.,44.304024,-73.92061,5,C- 25-26,T,T,T,T,T,T,T
10-SABL_W_T27-0.2,1004-0013,Unnamed Tributary To West Branch Ausable River,North Elba,upstream of sr 86. abrasive stream 1; us.,44.302894,-73.920409,5,C- 25-26,T,T,T,T,T,T,T
13-WBCR_T9-0.2,1302-0097,Unnamed Tributary To West Branch Croton River-richardsville Trib,Putnam Valley,5 m below richardsville rd.,41.45972,-73.79304,3,H- 31-P44-23 (portion 8)/P76j-,T,F,T,T,T,F,F
14-SHAW-0.8,1404-0076,Unnamed Tributary To West Branch Delaware River,Kortright,below nps sampling station. downstream of shaw rd.,42.35389,-74.74611,4,D-71-62 thru 96,T,F,T,T,T,F,F
14-SHAW-0.9,1404-0076,Unnamed Tributary To West Branch Delaware River,Kortright,upstream of shaw rd.,42.355,-74.74583,4,D-71-62 thru 96,T,F,T,F,F,F,F
14-WDEL_T33-0.4,1404-0056,Unnamed Tributary To West Branch Delaware River,Walton,100 m off walton mtn. rd.,42.15043,-75.18153,4,D-71-33 thru 49,T,F,T,F,F,T,T
15-HACK_WT1-1.0,1501-0009,Unnamed Tributary To West Branch Hackensack River,Clarkstown,south little tor rd.,41.132867,-74.0024,3,NJ- 1/P977a-12,F,F,F,F,F,F,F
07-ONON_W_T7-1.5,0702-0025,Unnamed Tributary To West Branch Onondaga Creek,Onondaga,ny 175.,42.9904,-76.2368,7,Ont 66-12-12-P154-4-11,F,F,F,F,F,F,F
11-ADKS_49-0.3,1104-0063,Unnamed Tributary To West Branch Sacandaga River,Wells,black bridge rd.,43.36083,-74.32667,5,H-369-20-2-1,F,F,F,F,F,F,F
11-ADKS11_209-0.1,1104-0063,Unnamed Tributary To West Branch Sacandaga River,Wells,black bridge rd.,43.36115,-74.32703,5,H-369-20-2-1,T,F,F,T,T,T,T
08-SUGR_W_T21-1.0,0801-0411,Unnamed Tributary To West Branch Sugar River,West Turin,250 meters upstream of duppert rd. bridge.,43.53995,-75.48749,6,Ont 19-91,F,F,F,F,F,F,T
06-DILA_W_T6-1.8,0601-0153,Unnamed Tributary To West Branch Unadilla River,Bridgewater,500 m downstream of mapledale rd.,42.901514,-75.24999,6,SR-146-64,T,T,T,T,T,T,T
12-WESK_T5-0.1,1202-0050,Unnamed Tributary To West Kill,Blenheim,cr 43.,42.499,-74.535,4,H-240- 82-104,T,T,T,F,F,T,T
07-WEST_T23-1.8,0704-0050,Unnamed Tributary To West River,Potter,100 meters downstream of harvey rd. bridge.,42.747,-77.21,8,ONT-66-12-52-P286-18-23,T,F,F,F,F,T,T
01-WCAN_T5-1.8,0102-0025,Unnamed Tributary To Western Barge Canal,Amherst,schoelles rd.,43.051893,-78.751558,9,ONT 158-12-2-5,T,T,T,F,F,T,T
05-UWHI-0.1,0503-0037,Unnamed Tributary To White Branch,Troupsburg,at pa border just west off miller rd.,41.999525,-77.631808,8,PA-28,T,F,T,T,T,T,T
03-WHIO_T13-0.4,0302-0030,Unnamed Tributary To White Brook,Perinton,375 ft west off ryan rd.,43.041319,-77.382829,8,Ont 108/P113- 3-12,F,F,F,F,F,F,F
14-WILL_T10-0.2,1403-0025,Unnamed Tributary To Willowemoc Creek,Rockland,debruce rd. cr 81 bridge.,41.90505,-74.79385,3,D-70-20-25,T,F,T,F,F,T,T
12-ADKS_46-1.3,1203-0059,Unnamed Tributary To Wilmurt Lake,Morehouse,wilmurt lake rd.,43.41444,-74.72277,5,H-240-180-74-6-2a,F,F,F,F,F,F,F
12-ADKS11_124-1.7,1203-0059,Unnamed Tributary To Wilmurt Lake Outlet,Morehouse,wilmurt lake rd.,43.41408,-74.72326,5,H-240-180-74-6-2a,T,F,F,T,T,T,T
04-WCOY_T16-1.0,0403-0019,Unnamed Tributary To Wiscoy Creek,Eagle,telegraph rd.,42.554468,-78.27249,8,Ont-117-104,T,F,T,T,T,T,T
13-WOOD_T6-0.4,1303-0014,Unnamed Tributary To Woodbury Creek,Woodbury,below hazzard rd.,41.3561,-74.1179,3,H- 89- 7,T,F,T,T,T,F,F
13-WOOD_T7-0.2,1303-0014,Unnamed Tributary To Woodbury Creek,Woodbury,5 m above hollis st.,41.34528,-74.12361,3,H- 89- 7,T,F,T,T,T,F,F
13-WOOD_T6B-0.8,1303-0014,Unnamed Tributary To Woodbury Creek,Woodbury,"possible perennial stream, on heather rdg",41.368652,-74.122159,3,H- 89- 7,T,,,,,,
14-WYANK-0.2,1402-0041,Unnamed Tributary To Yankee Lake,Mamakating,100 m above yankee lake rd.,41.5823,-74.5688,3,D- 1-13 thru 36 (selected),F,F,F,F,F,F,F
03-YANT_T1c-0.2,0301-0032,Unnamed Tributary To Yanty Creek,Hamlin,morton rd. sr 360 10 m upstream.,43.32826,-77.97542,8,ONT-131-1c,T,F,T,T,T,T,T
15-HACK_WT5-0.1,1501-0009,Unnamed Tributary West Branch Hackensack River,Clarkstown,off woodhaven dr.,41.18189,-73.99913,3,NJ- 1/P977a-12,T,F,F,T,T,T,F
12-SPCK_T15_6-0.2,1201-0157,Unnamed Tributary of Tributary T15_6 to Spruce Creek,Salisbury,Off jerseyfield Rd. 1.3 km; PWL assess can be anywhere along the same stream if Probablistic site is unreachable.,43.22719,-74.786903,6,H-240-144- 9,T,F,F,F,F,F,F
03-LONT_T135-0.6,0301-0033,Unnamed Tributary to Lake Ontario,Kendall,Upstream lakeshore Rd; possible low gradient,43.363266,-78.0394363,8,Ont 132 thru 137 (selected),T,F,F,F,F,F,F
08-ADKS_30-0.1,0801-0227,Unnamed Tributary to Red River,Inlet,off moose river rd. red river tributary 12.,43.7011,-74.7573,5,ONT-19-81-55-12,T,F,T,T,T,F,F
08-ADKS_31-0.1,0801-0227,Unnamed Tributary to Red River,Inlet,off moose river rd. red river tributary 12.,43.70306,-74.75694,5,ONT-19-81-55-12,T,F,T,T,T,F,F
08-ADKS_32-0.1,0801-0227,Unnamed Tributary to Red River,Inlet,off moose river rd. red river tributary 12.,43.70222,-74.75278,5,ONT-19-81-55-12-1,T,F,T,T,T,F,F
05-BWIN_T7_T2-0.4,0501-0023,Unnamed TributaryTo Baldwin Creek,Baldwin,,42.085446,-76.71942,8,Pa  3-14,T,T,T,F,F,T,T
06-WACT_T3-0.2,0602-0013,Unnamed TributaryTo Canasawacta Creek,Plymouth,pull off into ashcraft rd. off of ny-23/stream between ashcraft and private house.,42.587594,-75.57258,7,SR- 44-54,T,T,T,F,F,T,T
05-CATH_T9_3a-0.5,0705-0011,Unnamed TributaryTo Catharine Creek,Montour,,42.31376,-76.80345,8,Ont  66-12-P369- 59 (upper),T,T,T,F,F,T,T
06-NANG_T65_2-0.1,0602-0069,Unnamed TributaryTo Chenango River,Sherburne,pull off along pleasant valley rd.,42.655254,-75.462235,7,SR- 44 (portion 4),T,T,T,F,F,T,T
04-COHO_T41-0.1,0502-0003,Unnamed TributaryTo Cohocton River,Cohocton,,42.482383,-77.48342,8,Pa  3-58 (portion 3),T,T,T,F,F,T,T
06-WACT_E_T4-0.5,0602-0150,Unnamed TributaryTo East Branch Canasawacta Creek,Plymouth,pull off county rd. 21/walk across pasture/or church down the rd./park there and walk.,42.622474,-75.600928,7,SR- 44-54- 5,T,T,T,F,F,T,T
14-CALL_E_T13a-0.1,1401-0117,Unnamed TributaryTo East Branch Of Callicoon Creek,Callicoon,,41.780868,-74.931819,3,D-53-1,T,T,T,F,F,T,T
11-ADKS11_166-1.5,1104-0057,Unnamed TributaryTo East Branch Sacandaga River,Johnsburg,100 m upstream of bridge on barton mines rd.,43.69683,-74.06022,5,H-369-29-30-2-P299-1,T,F,T,T,T,T,T
06-GREA_T1-0.3,0601-0051,Unnamed TributaryTo Great Brook,New Berlin,pull off before guard rail on pat farley rd/grassy area.,42.522025,-75.406888,7,SR-146-19,T,T,T,F,F,T,T
04-MILD_T7-0.3,0404-0011,Unnamed TributaryTo Mill Creek,Wayland,,42.535844,-77.622087,8,Ont 117- 66-22,T,T,T,F,F,T,T
04-MUDG_T72-0.3,0704-0031,Unnamed TributaryTo Mud Creek,Bristol,,42.789316,-77.394607,8,Ont  66-12-52-23 (Mud Creek),T,T,T,F,F,T,T
07-OWAL_T46-0.1,0706-0010,Unnamed TributaryTo Owasco Lake,Scipio,off fire lane near sr 38.,42.824,-76.521,7,Ont  66-12-43-P212-,T,T,T,T,T,T,T
07-OWAL_T9-0.1,0706-0010,Unnamed TributaryTo Owasco Lake,Niles,off widewaters rd.,42.805,-76.491,7,Ont  66-12-43-P212-,T,T,T,T,T,T,T
06-SANG_Tb-0.1,0602-0069,Unnamed TributaryTo Sangerfield River,Sherburne,pull off along reese rd.,42.723911,-75.533734,7,SR- 44 (portion 4),T,T,T,F,F,T,T
04-SPRN_T7-0.1,0402-0070,Unnamed TributaryTo Springwater Creek,Springwater,,42.630513,-77.604899,8,Ont 117- 27-34-P44-7,T,T,T,F,F,T,T
06-SUGC_T3-0.3,0603-0019,Unnamed TributaryTo Sugar Creek,Vestal,,42.043646,-75.982135,7,SR- 29,T,T,T,F,F,T,T
14-TOWN_T12-0.2,1404-0088,Unnamed TributaryTo Town Brook,Stamford,,42.354719,-74.601596,4,D-71-93,T,T,T,F,F,T,T
06-WFLS_T14-0.1,0601-0042,Unnamed TributaryTo West Fork Little Snake Creek,Binghamton,,42.02582,-75.922741,7,SR- 64,T,T,T,F,F,T,T
02-FIVE_T12-1.3,0201-0047,Unnamed trib to Five Mile Creek,Humphrey,Off Cherry Valley road approximately 100 ft.,42.174063,-78.480171,9,Pa-53-47,T,,,,,,
02-HOYE_T9-0.3,0201-0069,Unnamed trib to Honeoye Creek,Bolivar,Off Petrolia road / route 18.,42.003811,-78.115929,9,Pa-53..Pa-33 thru 38,T,,T,,,T,T
05-COHO_T1-0.1,0502-0018,Unnamed trib to cohocton river,Cohocton,st rt 21 crossing,42.563225,-77.510048,8,Pa  3-58 (portion 4),T,,T,,,T,T
05-DIVN_T1-0.4,0501-0032,Unnamed trib to divens creek,Elmira,at E. McCannis blvd crossing,42.122616,-76.811108,8,Pa  3-28- 6,T,,T,,,T,T
05-TRPS_T6-1.5,0503-0009,Unnamed trib to troups creek lower,Troupsburg,above rexfield troupsberg rd. crossing,42.036977,-77.572185,8,Pa 25 (incl Pa 21 thru 24),T,,T,,,T,T
08-BRNT_T1-0.1,0801-0340,Unnamed tributary to Brantingham Lake,Greig,possible extra site,43.703293,-75.27013,6,"Ont  19- 70- 4-P689-1,2",T,,T,,,,T
07-FIEL-1.8,0704-0019,Unnamed tributary to Erie Canal,Manchester,Upstream Thompson road crossing.,43.014515,-77.140109,8,Ont  66-12-52-23..(Barge Canal)-,T,,T,,,T,T
01-LERI_T97-4.7,0105-0032,Unnamed tributary to Lake Erie,Ripley,Rd crossing on Miller Rd.,42.21597473,-79.75892373,9,Ont 158..E-97,T,T,T,F,F,T,T
11-RRCK-0.6,1104-0126,Unnamed tributary to Mayfield Creek,Johnstown,Above Coutny Rt. 146,43.087391,-74.317906,5,H-369-P127-33-3-1,T,,T,,,T,T
08-MILL_T2-1.0,0801-0343,Unnamed tributary to Mill Creek,Turin,at west rd,43.638691,-75.420066,6,Ont  19- 78- 2,T,,T,,,T,T
08-WHET_T1-5.2,0801-0332,Unnamed tributary to Whetstone Gulf,Turin,possible extra site on east rd,43.695756,-75.445396,6,Ont  19- 59,T,,,,,,
05-TRPS_T9-0.1,0503-0038,Unnaned trib to troups creek,Troupsburg,above main street crossing,42.064455,-77.551849,8,Pa 25,T,,,,,,
10-ADKS12_184-1.0,1004-0042,Unnmaed Tributary To West Branch Ausable River,Wilmington,just west off bonnieview ave / co hwy 19a in wilmington at coordinates 44.410896 / -73.809440.,44.411389,-73.81083,5,C- 25-26,F,F,F,F,F,F,F
14-BHOL-1.8,1404-0043,Upper Big Hollow Brook,Sanford,off big hollow rd. opposite home at 369 big hollow rd.,42.08577,-75.43236,7,D-71-11- 1,T,F,T,F,F,T,T
13-USOP-1.3,1307-0007,Upper Esopus Creek,Olive,10 m above rt. 28a bridge.,42.00389,-74.26823,3,H-171 (portion 4),T,F,T,T,T,T,T
13-USOP-4.6,1307-0007,Upper Esopus Creek,Shandaken,200 m above confluence with beaver kill.,42.04667,-74.28009,3,H-171 (portion 4),T,F,T,T,T,T,T
13-USOP-6.7,1307-0007,Upper Esopus Creek,Shandaken,off of cr 40.,42.06597,-74.30682,3,H-171 (portion 4),T,F,T,T,T,T,T
13-USOP-8.2,1307-0007,Upper Esopus Creek,Shandaken,at bridge st.,42.08216,-74.31134,3,H-171 (portion 4),T,F,T,T,T,T,T
